setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_raw,sl_initial,tp1,tp1_raw,tp2,tp2_raw,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B4856,NZDUSD,2024-01-24T08:00:00+00:00,2024-01-24T22:00:00+00:00,2024-01-25T07:00:00+00:00,London,bullish,Confirmation BOS,proximal,0.61045,0.61025,0.60865,0.60845,0.61148,0.61168,,,0.89,,0.61148,0.89,wick,,,0.61148,0.89,,,,True,triple,tp1,0.61148,0.515,0.89,0.0,128.75,True,,0.515,-0.24,1.0,,,,,,,1.666,1.499,1.024,9,9,-1,20.0,15.0,6,premium,0.0,,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-01-24T02:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.42,1.22,1.22,marginal,,1.166,,1.691,0.001201,0.001214,0.864,0,54.626,False,,,,,False,8,bullish,with_trend,False,False,False,,0.61171,False,True,False,INSIDE,intact,intact,intact,swept,3.673,2.007,PD,PD,False,23.0,PW,8.245,2.0,,,True,,,3.0,high,1.0,0.0,True,SW,0.60648,0.258,12.0,4.356,1,False,1.233,,14.0,"pd,eq,sw",False,,,True,0.167,True,sweep,asia,low,True,2024-01-24T07:00:00+00:00,1,2024-01-24T07:00:00+00:00,LONG,,counter,77.3,False,1,no_fvg,Asia,Other,True,False,OB only,1.0,,,0.1068,0.62417,0.60881,discount,mixed,0.6,0.492,0.603,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4857,NZDUSD,2024-01-26T08:00:00+00:00,2024-01-26T09:00:00+00:00,2024-01-26T11:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.61024,0.61044,0.61123,0.61143,0.60985,0.60965,,,1.0,,0.60985,1.0,wick,,,,,,,,False,triple,sl,0.61143,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.681,,True,True,0.074,4.296,2.0,True,1.469,1.222,0.728,2,-1,-1,4.0,2.0,3,discount,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-01-26T05:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.55,0.69,0.46,marginal,False,0.728,0.123,1.012,0.00081,0.000758,0.475,0,58.832,False,,,,,False,8,bullish,ambiguous,False,True,True,bearish,0.6094,False,False,True,EXPANSION_DOWN,intact,broken,intact,swept,3.704,,PD,,False,2.0,PD,12.481,2.0,,,False,11.012,False,0.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.136,bare,False,,False,break,asia,low,True,2024-01-26T07:00:00+00:00,1,2024-01-26T07:00:00+00:00,SHORT,,counter,21.9,False,0,fresh,Asia,London,False,False,Neither,1.0,,,0.0931,0.62417,0.60881,discount,both_discount,-1.074,0.532,0.475,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4858,NZDUSD,2024-01-29T08:00:00+00:00,2024-01-29T14:00:00+00:00,2024-01-29T20:00:00+00:00,London,bullish,BOS BOS,proximal,0.61042,0.61022,0.6092,0.609,0.61183,0.61203,,,1.77,,0.61183,1.77,wick,,,0.61183,1.77,,,,True,triple,tp1,0.61183,0.993,1.77,3.627,248.25,True,,0.993,-0.296,1.0,,,,,,,1.626,1.397,1.843,6,6,-1,11.0,7.0,5,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-01-29T03:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.46,1.28,1.28,marginal,,0.939,,3.343,0.000874,0.000869,0.329,0,41.13,False,,,,,False,8,bullish,with_trend,True,False,False,,0.61166,False,False,False,BOTH_SIDES,swept,swept,intact,intact,5.083,4.865,PW,PW,False,1.0,PD,11.367,2.0,,,True,,,6.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,True,0.229,False,sweep,asia,low,True,2024-01-29T07:00:00+00:00,1,2024-01-29T07:00:00+00:00,LONG,,aligned,48.0,False,1,no_fvg,Asia,NY,True,True,Both,1.0,,,0.4891,0.61486,0.60617,discount,both_discount,0.492,0.259,0.121,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4859,NZDUSD,2024-01-30T08:00:00+00:00,2024-01-30T08:00:00+00:00,2024-01-30T08:00:00+00:00,London,bullish,BOS BOS,proximal,0.61444,0.61424,0.61342,0.61322,0.61466,0.61486,,,0.76,,0.61466,0.76,wick,,,0.61466,0.76,,,,True,triple,sl,0.61322,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.342,4.001,30.0,True,1.16,0.969,0.399,0,-1,-1,2.0,1.0,2,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-01-30T06:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.2,0.7,0.7,marginal,,0.589,,4.191,0.001052,0.001158,0.339,0,50.129,False,,,,,False,8,bullish,with_trend,False,False,False,,0.61477,False,True,False,SWEPT_HIGH,swept,intact,swept,intact,,6.292,,PD,False,2.0,PD,,,,,,,,2.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,True,0.19,False,sweep,asia,high,True,2024-01-30T07:00:00+00:00,1,2024-01-30T07:00:00+00:00,LONG,,counter,93.4,False,3,no_fvg,Asia,London,False,False,Neither,,,,0.9517,0.61486,0.60617,premium,both_premium,-0.884,0.373,0.652,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4860,NZDUSD,2024-01-31T14:00:00+00:00,2024-01-31T19:00:00+00:00,2024-01-31T20:00:00+00:00,NY,bullish,BOS BOS,proximal,0.61279,0.61259,0.61148,0.61128,0.61466,0.61486,,,2.05,,0.61466,2.05,wick,,,0.61466,2.05,,,,True,triple,sl,0.61128,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,1.154,,28.0,,1.489,1.292,2.041,1,-1,-1,9.0,6.0,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",True,h1_only,2024-01-31T10:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.32,2.27,2.27,solid,,0.897,,2.751,0.001014,0.001557,0.967,0,56.576,False,,,,,False,14,bullish,with_trend,False,False,False,,0.6142,False,False,False,BOTH_SIDES,swept,swept,swept,intact,,6.527,,PW,False,2.0,PD,,,2.248,2.0,False,0.759,True,0.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.483,PD,True,0.197,False,sweep,asia,high,True,2024-01-31T13:00:00+00:00,1,2024-01-31T13:00:00+00:00,LONG,,counter,51.8,False,4,no_fvg,London,NY,False,False,Neither,1.0,,,0.7618,0.61486,0.60617,premium,both_premium,1.775,0.519,0.22,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,FOMC Press Conference,USD,1.0,Federal Funds Rate
B4861,NZDUSD,2024-02-01T07:00:00+00:00,2024-02-01T16:00:00+00:00,2024-02-01T23:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.61216,0.61236,0.61427,0.61447,0.61042,0.61022,0.60991,0.60971,1.12,1.39,0.60949,1.61,zone,,zone,0.60997,1.36,0.60991,1.39,zone,False,triple,sl,0.61447,-1.0,-1.0,-1.0,-250.0,True,,0.234,-0.97,-4.274,True,True,0.094,0.996,14.0,True,1.447,1.322,1.215,7,-1,-1,14.0,10.0,5,discount,0.0,False,9.0,3.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2024-02-01T02:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.16,0.24,0.16,marginal,False,1.071,0.545,0.382,0.001596,0.00145,0.678,0,50.925,False,,,,,False,7,bullish,ambiguous,False,False,True,bearish,0.61038,False,False,False,SWEPT_LOW,intact,swept,swept,intact,3.251,3.752,PD,PW,False,0.0,PD,,,,,,,,0.0,low,0.0,0.0,True,PD,0.61491,0.99,1.967,3.007,4,True,-0.056,,11.0,"pd,eq,sw",True,-0.251,EQ,True,-0.263,False,break,asia,low,True,2024-02-01T06:00:00+00:00,1,2024-02-01T06:00:00+00:00,SHORT,,counter,24.1,False,0,fresh,Asia,NY,True,True,Both,1.0,,,0.6893,0.61486,0.60617,premium,mixed,1.566,0.353,0.563,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,0.0,
B4862,NZDUSD,2024-02-02T12:00:00+00:00,2024-02-02T13:00:00+00:00,2024-02-02T13:00:00+00:00,London,bullish,Range BOS,proximal,0.61535,0.61515,0.61436,0.61416,0.61629,0.61649,,,1.7,,0.61629,1.7,wick,,,0.61629,1.7,,,,True,triple,sl,0.61416,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,6.23,,,,1.465,1.219,1.404,0,-1,-1,6.0,2.0,5,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-02T07:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.09,0.26,0.26,marginal,,0.726,,5.061,0.000812,0.001126,0.39,1,37.858,False,,,,,False,12,bullish,with_trend,False,False,False,,0.616,False,True,False,EXPANSION_UP,broken,intact,broken,intact,,9.099,,PD,False,4.0,PW,,,,,,,,17.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.357,bare,True,0.246,False,sweep,asia,low,True,2024-02-02T11:00:00+00:00,1,2024-02-02T11:00:00+00:00,LONG,,counter,91.9,False,1,no_fvg,London,NY,False,True,Fill only,0.881,,,1.0564,0.61486,0.60617,premium,both_premium,-0.443,0.475,0.537,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Unemployment Rate,USD,1.0,Unemployment Rate
B4863,NZDUSD,2024-02-05T16:00:00+00:00,2024-02-05T17:00:00+00:00,2024-02-05T22:00:00+00:00,NY,bearish,BOS BOS,proximal,0.60487,0.60507,0.60597,0.60617,0.60437,0.60417,,,1.0,,0.60437,1.0,wick,,,,,,,,False,triple,tp1,0.60437,0.385,1.0,0.0,96.25,True,,0.385,-0.946,1.0,,,,,,,1.363,1.154,0.734,5,5,-1,3.0,2.0,2,discount,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-02-05T14:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.3,1.09,1.09,marginal,,0.734,,3.587,0.000954,0.000951,0.529,0,50.756,False,,,,,False,16,bearish,with_trend,False,False,False,,0.6038,False,False,True,EXPANSION_DOWN,intact,broken,intact,broken,11.735,,PD,,False,6.0,PD,,,,,,,,27.0,high,0.0,0.0,True,SW,0.60759,0.105,1.894,3.975,1,False,-2.527,,6.0,"pd,pw,eq,sw",False,,,False,,False,sweep,asia,low,True,2024-02-05T15:00:00+00:00,1,2024-02-05T15:00:00+00:00,SHORT,,counter,24.5,False,2,no_fvg,NY,NY,True,False,OB only,,,,-0.0833,0.61735,0.60583,discount,both_discount,-0.598,0.391,0.486,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4864,NZDUSD,2024-02-06T18:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,0.60672,0.60652,0.60495,0.60475,0.60718,0.60738,0.61528,0.61548,0.55,5.71,0.60797,1.05,zone,,zone,0.60763,0.83,0.61528,5.71,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.754,1.576,0.588,0,-1,-1,,,5,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-02-06T13:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.12,0.6,0.6,marginal,,1.22,,2.057,0.001123,,0.474,0,54.121,False,,,,,False,18,bullish,with_trend,False,False,False,,0.60806,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.089,bare,False,,False,break,asia,high,True,2024-02-06T17:00:00+00:00,1,2024-02-06T17:00:00+00:00,LONG,,counter,68.5,False,1,no_fvg,NY,NY,True,False,never_filled,1.0,,,0.0773,0.61735,0.60583,discount,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4865,NZDUSD,2024-02-07T13:00:00+00:00,2024-02-07T15:00:00+00:00,2024-02-07T21:00:00+00:00,NY,bullish,BOS BOS,proximal,0.61079,0.61059,0.60962,0.6094200000000001,0.61136,0.61156,,,1.0,,0.61136,1.0,wick,,,,,,,,False,triple,tp1,0.61136,0.416,1.0,0.0,104.0,True,,0.416,-0.431,1.0,,,,,,,1.502,1.283,0.844,6,6,-1,5.0,3.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-07T10:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.23,0.29,0.29,marginal,,0.844,,1.403,0.000912,0.000944,0.532,0,45.832,False,,,,,False,13,bullish,with_trend,False,False,False,,0.61172,False,True,False,EXPANSION_UP,broken,intact,intact,swept,7.192,7.543,PW,PD,True,23.0,PW,,,1.063,2.0,False,-0.439,False,3.0,low,0.0,2.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.46,bare,False,,False,sweep,asia,low,True,2024-02-07T12:00:00+00:00,1,2024-02-07T12:00:00+00:00,LONG,,counter,88.3,False,2,no_fvg,London,NY,False,True,Fill only,1.0,,,0.4306,0.61735,0.60583,discount,mixed,-0.537,0.276,0.64,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4866,NZDUSD,2024-02-08T11:00:00+00:00,2024-02-08T23:00:00+00:00,2024-02-09T00:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.60998,0.61018,0.61125,0.6114499999999999,0.60931,0.60911,,,1.0,,0.60931,1.0,wick,,,,,,,,False,triple,sl,0.6114499999999999,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.88,5.439,,False,1.821,1.573,1.078,1,-1,-1,14.0,13.0,2,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-08T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.35,1.13,0.76,marginal,False,1.078,,1.028,0.000807,0.000985,0.379,0,56.262,False,,,,,False,11,bullish,ambiguous,False,False,True,bearish,0.60977,False,False,False,INSIDE,intact,intact,intact,swept,2.912,2.614,PD,PD,True,55.0,PW,3.073,2.0,7.657,2.0,False,1.251,False,12.0,low,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,True,sweep,asia,low,True,2024-02-08T10:00:00+00:00,1,2024-02-08T10:00:00+00:00,SHORT,,aligned,71.4,False,0,no_fvg,London,Other,False,False,Neither,,,,0.3602,0.61735,0.60583,discount,mixed,0.52,0.312,0.641,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4867,NZDUSD,2024-02-08T13:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,0.60672,0.60652,0.60495,0.60475,0.61138,0.61158,0.61528,0.61548,3.22,5.71,0.61213,3.7,zone,,zone,0.61188,3.54,0.61528,5.71,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.754,2.096,5.756,0,-1,-1,,,48,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-02-06T13:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.12,0.6,0.6,marginal,,1.22,,2.057,0.001123,,0.474,0,43.201,False,,,,,False,13,bullish,counter_trend,False,False,True,bearish,0.61112,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.089,bare,False,,False,break,asia,high,True,2024-02-08T12:00:00+00:00,2,2024-02-06T17:00:00+00:00,LONG,,counter,68.5,False,1,no_fvg,NY,NY,True,False,never_filled,0.705,,,0.0773,0.61735,0.60583,discount,mixed,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4868,NZDUSD,2024-02-09T08:00:00+00:00,2024-02-09T13:00:00+00:00,2024-02-09T14:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.61528,0.61548,0.61605,0.61625,0.61511,0.61491,,,1.0,,0.61511,1.0,wick,,,,,,,,False,triple,tp1,0.61511,0.175,1.0,0.0,43.75,True,,0.175,-0.0,1.0,,,,,,,0.862,0.775,0.372,1,1,-1,170.0,120.0,117,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-02-02T11:00:00+00:00,CHoCH,CHoCH,0,fading,True,partial,False,0,4.32,5.39,3.6,strong,True,0.329,5.206,0.951,0.001126,0.001091,0.459,0,33.518,False,,,,,False,8,bullish,counter_trend,False,False,False,,0.60583,False,False,False,EXPANSION_UP,broken,intact,intact,swept,1.839,6.582,PW,PD,False,8.0,PD,,,10.198,2.0,True,,,0.0,high,0.0,1.0,False,,,,,,0,,,,,,True,-0.169,bare,False,,False,break,asia,low,True,2024-02-09T07:00:00+00:00,2,2024-02-02T13:00:00+00:00,SHORT,,aligned,90.4,False,0,fresh,London,NY,False,True,Fill only,1.0,,,0.8203,0.61735,0.60583,premium,both_premium,-0.879,0.376,0.269,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4869,NZDUSD,2024-02-09T08:00:00+00:00,2024-02-12T03:00:00+00:00,2024-02-12T08:00:00+00:00,London,bullish,BOS BOS,proximal,0.61276,0.61256,0.61163,0.61143,0.61528,0.61548,0.61629,0.61649,3.14,4.23,0.61586,3.76,zone,,wick,0.61556,3.44,0.61629,4.23,wick,False,triple,sl,0.61276,0.0,-1.0,-1.0,0.0,True,,1.12,-0.083,0.0,False,False,0.674,,,,1.339,1.137,2.738,5,-1,-1,71.0,20.0,4,premium,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-02-09T04:00:00+00:00,BOS,BOS,0,fading,True,pristine,False,0,0.03,0.93,0.93,marginal,,0.735,0.252,4.73,0.000994,0.000939,0.726,1,33.518,False,,,,,False,8,bullish,with_trend,False,False,False,,0.61344,False,True,False,INSIDE,intact,intact,intact,intact,3.1,4.61,PW,PD,True,,,,,9.018,2.0,False,7.679,False,0.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,asia,high,True,2024-02-09T07:00:00+00:00,1,2024-02-09T07:00:00+00:00,LONG,False,counter,87.8,False,2,fresh,Asia,Asia,True,True,Both,0.789,Caution: Late-Trend Chase,caution,0.6016,0.61735,0.60583,premium,both_premium,0.956,0.511,0.352,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4870,NZDUSD,2024-02-12T09:00:00+00:00,2024-02-12T11:00:00+00:00,2024-02-13T03:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.61279,0.61299,0.61445,0.61465,0.60964,0.60944,,,2.43,,0.60838,3.29,zone,,,0.60866,3.1,,,,False,triple,tp1,0.60964,1.694,2.43,2.651,423.5,True,,1.694,-0.624,1.0,,,,,,,1.98,1.767,3.567,16,16,-1,4.0,3.0,2,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-12T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.21,1.74,1.16,marginal,True,1.341,,1.597,0.000939,0.000965,0.611,0,55.103,False,,,,,False,9,bullish,ambiguous,False,False,True,bearish,0.61209,False,False,False,INSIDE,intact,intact,intact,intact,3.247,4.908,PW,PD,False,,,,,9.571,2.0,True,,,1.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,False,,False,sweep,asia,high,True,2024-02-12T08:00:00+00:00,1,2024-02-12T08:00:00+00:00,SHORT,False,aligned,61.7,False,0,no_fvg,London,London,False,False,Neither,,,,0.7467,0.61584,0.6038,premium,both_premium,-1.224,0.59,0.028,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Inflation Expectations q/q
B4871,NZDUSD,2024-02-14T17:00:00+00:00,2024-02-15T13:00:00+00:00,2024-02-15T14:00:00+00:00,NY,bearish,BOS BOS,proximal,0.61093,0.61113,0.61216,0.61236,0.6103,0.6101,,,1.0,,0.6103,1.0,wick,,,,,,,,False,triple,sl,0.61236,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.154,2.077,2.0,True,1.046,1.343,0.906,1,-1,-1,49.0,48.0,29,premium,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-02-13T12:00:00+00:00,BOS,BOS,1,holding,True,partial,False,0,2.54,3.9,3.9,strong,,0.607,2.728,1.031,0.001367,0.000904,0.458,0,49.59,False,,,,,False,17,bearish,counter_trend,True,False,True,bullish,0.60494,False,False,True,EXPANSION_UP,broken,intact,intact,intact,3.591,4.286,PW,PD,False,5.0,PD,,,2.882,2.0,True,,,0.0,low,0.0,2.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,True,2024-02-14T16:00:00+00:00,1,2024-02-13T13:00:00+00:00,SHORT,,aligned,52.8,False,1,fresh,London,NY,True,True,Both,0.674,,,0.5922,0.61584,0.6038,premium,both_premium,0.87,0.393,0.836,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Unemployment Claims,USD,1.0,Unemployment Claims
B4872,NZDUSD,2024-02-14T17:00:00+00:00,2024-02-14T17:00:00+00:00,2024-02-16T01:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.60887,0.60867,0.60706,0.6068600000000001,0.61333,0.61353,,,3.02,,0.61375,3.28,zone,,,0.61348,3.11,,,,False,triple,sl,0.60887,0.0,2.169,2.169,0.0,True,,1.91,-0.935,0.0,True,True,0.011,0.306,17.0,True,2.195,1.977,5.089,32,-1,-1,4.0,1.0,4,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-02-14T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.06,0.61,0.41,marginal,False,1.54,,1.605,0.000916,0.000853,0.326,0,49.59,False,,,,,False,17,bearish,ambiguous,False,False,True,bullish,0.60895,False,True,False,INSIDE,intact,intact,intact,intact,4.718,4.292,PD,PD,False,,,,,5.537,2.0,False,3.342,False,31.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,True,2024-02-14T16:00:00+00:00,1,2024-02-14T16:00:00+00:00,LONG,False,counter,98.0,False,0,no_fvg,NY,NY,True,False,OB only,1.0,,,0.4211,0.61584,0.6038,discount,mixed,-1.496,0.433,0.5,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Unemployment Claims
