setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_raw,sl_initial,tp1,tp1_raw,tp2,tp2_raw,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B6919,EURUSD,2015-01-16T15:00:00+00:00,2015-01-19T09:00:00+00:00,2015-01-19T11:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.16091,1.16111,1.16387,1.16407,1.15855,1.15835,,,1.0,,1.15855,1.0,wick,,,,,,,,False,triple,tp1,1.15855,0.747,1.0,0.0,186.75,True,,0.747,-0.193,1.0,,,,,,,1.263,1.183,1.023,2,2,-1,72.0,19.0,6,premium,0.0,,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2015-01-16T09:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,0.78,1.92,1.92,solid,,1.023,0.308,2.926,0.002501,0.002034,0.582,1,47.805,False,,,,,False,15,bearish,with_trend,True,False,False,,1.15379,False,False,True,INSIDE,intact,intact,intact,intact,1.551,5.985,PD,PW,False,,,1.551,2.0,,,False,0.288,True,49.0,low,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.288,bare,False,,False,sweep,asia,high,True,2015-01-16T14:00:00+00:00,1,2015-01-16T14:00:00+00:00,SHORT,,aligned,64.7,False,1,fresh,London,London,True,True,Both,0.929,,,-0.6506,1.19757,1.17536,discount,mixed,0.891,0.438,0.481,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6920,EURUSD,2015-01-19T16:00:00+00:00,2015-01-19T17:00:00+00:00,2015-01-20T01:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.16094,1.16074,1.15829,1.15809,1.16191,1.16211,1.17527,1.17547,0.56,6.01,1.16459,1.65,zone,,zone,1.16389,1.37,1.17527,6.01,zone,False,triple,sl,1.15809,-1.0,-1.0,-1.0,-250.0,True,,0.235,-0.909,-4.255,True,False,0.385,1.763,,True,1.219,1.134,0.501,8,-1,-1,6.0,2.0,5,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-01-19T11:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.13,0.41,0.41,marginal,,0.963,,1.314,0.002337,0.002474,0.569,0,51.462,False,,,,,False,16,bullish,with_trend,False,False,False,,1.16381,False,False,False,INSIDE,intact,intact,intact,intact,1.647,6.418,PD,PW,True,,,1.647,2.0,,,True,,,57.0,low,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,high,True,2015-01-19T15:00:00+00:00,1,2015-01-19T15:00:00+00:00,LONG,,counter,60.2,False,1,no_fvg,London,NY,False,False,Neither,1.0,,,0.3651,1.18702,1.14594,discount,mixed,-0.492,0.375,0.326,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6921,EURUSD,2015-01-20T04:00:00+00:00,2015-01-20T16:00:00+00:00,2015-01-20T17:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.15637,1.15617,1.15518,1.15498,1.15696,1.15716,,,1.0,,1.15696,1.0,wick,,,,,,,,False,triple,sl,1.15498,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,,0.435,,,,0.916,0.784,0.52,1,-1,-1,36.0,32.0,24,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-01-19T04:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.72,2.26,1.5,solid,True,0.52,,4.322,0.001518,0.002201,0.62,1,38.328,False,,,,,False,4,bullish,with_trend,True,False,False,,1.16273,False,False,False,INSIDE,intact,intact,intact,intact,4.902,0.824,PD,PD,False,,,5.547,2.0,,,True,,,80.0,low,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2015-01-20T03:00:00+00:00,1,2015-01-19T08:00:00+00:00,LONG,,aligned,14.4,False,0,no_fvg,Asia,NY,False,True,Fill only,0.716,,,0.2539,1.18702,1.14594,discount,both_discount,1.16,0.565,0.401,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6922,EURUSD,2015-01-20T07:00:00+00:00,2015-01-20T07:00:00+00:00,2015-01-20T07:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.15725,1.15745,1.15871,1.15891,1.15532,1.15512,,,1.85,,1.14614,9.13,zone,,,1.14652,8.83,,,,False,triple,sl,1.15891,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,,0.235,,,,1.301,1.144,1.669,0,-1,-1,2.0,1.0,2,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-01-20T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.03,0.92,0.61,marginal,False,0.83,,0.541,0.001276,0.001259,0.67,0,43.576,False,,,,,False,7,bullish,ambiguous,False,False,True,bearish,1.15676,False,False,False,INSIDE,intact,intact,intact,intact,5.139,1.669,PD,PD,True,,,5.907,2.0,,,False,4.607,False,118.0,high,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2015-01-20T06:00:00+00:00,1,2015-01-20T06:00:00+00:00,SHORT,,counter,24.5,False,0,no_fvg,Asia,London,False,True,Fill only,,,,0.2753,1.18702,1.14594,discount,both_discount,-0.658,0.481,0.361,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6923,EURUSD,2015-01-20T08:00:00+00:00,2015-01-21T13:00:00+00:00,2015-01-21T14:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.16191,1.16211,1.16441,1.16461,1.15532,1.15512,,,3.04,,1.14614,7.03,zone,,,1.14652,6.87,,,,False,triple,sl,1.16461,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,2.578,0.932,,True,2.115,1.986,5.395,1,-1,-1,127.0,71.0,50,premium,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2015-01-16T06:00:00+00:00,BOS,Confirm,0,holding,False,full,False,2,1.84,4.51,4.51,strong,,1.645,,12.668,0.001276,0.001989,0.31,2,49.832,False,,,,,False,8,bullish,counter_trend,False,False,False,,1.14594,False,False,False,INSIDE,intact,intact,intact,intact,19.672,0.415,PW,PD,True,,,2.256,2.0,6.22,2.0,False,0.141,True,1.0,low,2.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.141,bare,False,,False,sweep,asia,high,True,2015-01-20T07:00:00+00:00,1,2015-01-16T14:00:00+00:00,SHORT,,aligned,78.1,False,1,stale,Asia,NY,False,True,Fill only,0.798,,,0.3888,1.18702,1.14594,discount,mixed,1.457,0.251,0.138,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Building Permits,USD,1.0,Building Permits
B6924,EURUSD,2015-01-20T17:00:00+00:00,2015-01-21T06:00:00+00:00,2015-01-21T08:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.15746,1.15766,1.16066,1.16086,1.15532,1.15512,,,0.85,,1.14614,3.91,zone,,,1.1468,3.69,,,,False,triple,tp1,1.15532,0.629,0.85,0.0,157.25,True,,0.629,-0.276,1.0,,,,,,,1.544,1.454,1.063,2,2,-1,17.0,14.0,4,discount,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-01-20T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.43,0.64,0.43,marginal,False,1.272,,1.004,0.002201,0.001282,0.471,0,61.893,False,,,,,False,17,bullish,ambiguous,False,False,True,bearish,1.15545,False,False,True,INSIDE,intact,intact,intact,intact,1.781,1.585,PD,PD,True,,,3.33,2.0,1.585,2.0,True,1.785,False,0.0,low,2.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.236,bare,False,,False,sweep,asia,high,True,2015-01-20T16:00:00+00:00,1,2015-01-20T16:00:00+00:00,SHORT,,counter,24.0,False,0,no_fvg,NY,Asia,True,False,OB only,1.0,,,0.2804,1.18702,1.14594,discount,both_discount,0.359,0.403,0.845,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6925,EURUSD,2015-01-21T06:00:00+00:00,2015-01-21T06:00:00+00:00,2015-01-21T07:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.15715,1.15735,1.15956,1.15976,1.15579,1.15559,,,0.8,,1.15426,1.49,zone,,,1.15468,1.3,,,,False,triple,tp1,1.15579,0.521,0.8,0.0,130.25,True,,0.521,-0.0,1.0,,,,,,,1.878,1.734,1.122,1,1,-1,18.0,14.0,18,discount,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2015-01-20T12:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,1,0.77,1.15,0.77,marginal,False,1.446,,2.432,0.00139,0.001282,0.428,1,51.863,False,,,,,False,6,bullish,ambiguous,False,False,True,bearish,1.15397,False,False,False,INSIDE,intact,intact,intact,intact,3.043,2.288,PD,PD,True,,,5.496,2.0,2.288,2.0,True,3.619,False,0.0,low,2.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2015-01-21T05:00:00+00:00,1,2015-01-20T16:00:00+00:00,SHORT,,counter,42.9,False,0,fresh,London,Asia,True,False,OB only,0.541,,,0.2729,1.18702,1.14594,discount,both_discount,0.568,0.403,0.845,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6926,EURUSD,2015-01-21T13:00:00+00:00,2015-01-21T14:00:00+00:00,2015-01-21T15:00:00+00:00,NY,bullish,BOS BOS,proximal,1.1586,1.1584,1.15514,1.15494,1.16115,1.16135,,,0.9,,1.16361,1.66,zone,,,1.16309,1.5,,,,False,triple,tp1,1.16115,0.697,0.9,0.0,174.25,True,,0.697,-0.0,1.0,,,,,,,2.108,1.993,1.584,1,1,-1,7.0,2.0,6,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-01-21T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.06,2.2,2.2,solid,,1.762,,0.49,0.001736,0.002691,0.788,1,57.951,False,,,,,False,13,bullish,with_trend,False,False,False,,1.15925,False,False,False,INSIDE,intact,intact,intact,intact,1.601,2.666,PD,PD,True,,,3.565,2.0,2.666,2.0,False,0.559,True,2.0,low,2.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,0.132,False,sweep,asia,high,True,2015-01-21T12:00:00+00:00,1,2015-01-21T12:00:00+00:00,LONG,,counter,62.5,False,1,no_fvg,London,NY,True,True,Both,0.91,,,0.3082,1.18702,1.14594,discount,mixed,-3.548,0.454,0.96,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Building Permits,USD,0.0,
B6927,EURUSD,2015-01-26T14:00:00+00:00,2015-01-26T14:00:00+00:00,2015-01-26T16:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.12546,1.12526,1.12242,1.12222,1.12861,1.12881,1.13363,1.13383,1.25,3.02,1.12861,1.25,wick,,zone,1.12861,1.25,1.13363,3.02,zone,True,triple,tp1,1.12861,0.972,1.25,0.0,243.0,True,,0.972,-0.127,1.0,,,,,,,1.041,0.977,1.076,2,2,-1,4.0,1.0,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-01-26T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.31,0.83,0.56,marginal,False,0.848,,0.752,0.003112,0.00284,0.814,1,37.686,False,,,,,False,14,bearish,ambiguous,False,False,True,bullish,1.1276,False,False,False,SWEPT_LOW,intact,swept,intact,swept,3.808,,PD,,True,14.0,PD,,,,,,,,48.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,0.064,False,sweep,asia,low,True,2015-01-26T13:00:00+00:00,1,2015-01-26T13:00:00+00:00,LONG,,aligned,28.6,False,0,no_fvg,London,NY,False,True,Fill only,0.815,,,0.2482,1.1679,1.11145,discount,both_discount,-1.272,0.607,0.358,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B6928,EURUSD,2015-01-27T09:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,1.12477,1.12457,1.12333,1.12313,1.12561,1.12581,,,1.0,,1.12561,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.725,0.637,0.46,0,-1,-1,,,4,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-01-27T05:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,1.77,3.65,3.65,strong,,0.46,,4.395,0.002261,,0.663,0,35.554,False,,,,,False,9,bullish,with_trend,False,False,False,,1.13451,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.464,bare,False,,False,sweep,asia,low,True,2015-01-27T08:00:00+00:00,1,2015-01-27T08:00:00+00:00,LONG,,counter,60.7,False,1,no_fvg,Asia,London,False,False,never_filled,1.0,,,0.236,1.1679,1.11145,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B6929,EURUSD,2015-01-27T15:00:00+00:00,2015-01-28T20:00:00+00:00,2015-01-29T09:00:00+00:00,NY,bullish,BOS BOS,proximal,1.12873,1.12853,1.12589,1.12569,1.13097,1.13117,,,1.0,,1.13097,1.0,wick,,,,,,,,False,triple,tp1,1.13097,0.737,1.0,0.0,184.25,True,,0.737,-0.859,1.0,,,,,,,0.959,0.896,0.77,13,13,-1,33.0,30.0,4,premium,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2015-01-27T11:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.86,1.06,1.06,marginal,,0.77,0.423,3.237,0.00317,0.003015,0.262,0,39.874,False,,,,,False,15,bullish,with_trend,False,False,False,,1.13879,False,True,False,INSIDE,intact,intact,intact,swept,4.252,2.028,PD,PD,False,68.0,PW,3.013,3.0,,,True,,,4.0,low,1.0,0.0,True,1,37.0,"eq,sw,pd,pw",True,0.256,2.9,4.946,False,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,high,True,2015-01-27T14:00:00+00:00,1,2015-01-27T14:00:00+00:00,LONG,,counter,65.4,False,2,fresh,London,NY,False,False,Neither,1.0,,,0.3061,1.1679,1.11145,discount,mixed,1.016,0.452,0.316,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Federal Funds Rate,USD,0.0,
