setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_initial,tp_2r,exit_reason,exit_price,r_realised,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_2r,sl_swept_then_1r,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_2r_touch,bars_sl_to_1r_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B7264,EURUSD,2016-01-28T10:00:00+00:00,2016-01-29T03:00:00+00:00,2016-01-29T04:00:00+00:00,London,bullish,BOS BOS,proximal,1.08859,1.08859,1.08708,1.0916099999999995,tp,1.0916099999999995,2.0,500.0,True,,4.132,-0.073,0.484,,,,,,,,,1.056,1.056,2.112,15,1.0,5.0,21.0,18.0,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-28T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.08,0.42,0.42,marginal,,0.916,1.552,2.825,0.00143,0.001701,0.802,0,43.757,False,,,,,False,10,bullish,with_trend,False,False,False,,1.09263,False,False,False,INSIDE,intact,intact,intact,intact,5.699,1.154,PD,PD,False,,,6.888,2.0,2.49,2.0,False,1.434,False,13.0,high,1.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,sweep,asia,high,True,2016-01-28T09:00:00+00:00,1,2016-01-28T09:00:00+00:00,LONG,counter,68.9,False,4,42.01,0.8628,fresh,Asia,Asia,False,False,Neither,1.0,,,0.5481,1.09757,1.0777,premium,both_premium,0.273,0.548,0.408,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7265,EURUSD,2016-01-28T16:00:00+00:00,2016-01-29T03:00:00+00:00,2016-01-29T03:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09201,1.09201,1.08993,1.0961699999999996,sl,1.08993,-1.0,-250.0,True,,1.356,-0.889,-0.737,True,False,True,0.883,4.8,,1.0,True,1.113,1.113,2.226,15,1.0,9.0,15.0,12.0,4,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-28T12:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.68,0.9,0.9,marginal,,1.006,,1.274,0.001869,0.001701,0.612,0,49.522,False,,,,,False,16,bullish,with_trend,False,False,False,,1.09439,False,True,False,INSIDE,intact,intact,intact,intact,2.531,2.713,PD,PD,True,,,3.441,2.0,3.735,2.0,True,2.622,False,13.0,high,1.0,2.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2016-01-28T15:00:00+00:00,1,2016-01-28T15:00:00+00:00,LONG,counter,81.0,False,5,42.01,0.8628,no_fvg,London,Asia,True,False,OB only,1.0,,,0.7202,1.09757,1.0777,premium,both_premium,0.209,0.548,0.408,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7266,EURUSD,2016-01-29T04:00:00+00:00,2016-01-29T14:00:00+00:00,2016-01-29T14:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.0849,1.0849,1.08369,1.0873199999999998,sl,1.08369,-1.0,-250.0,True,,0.0,-0.0,,True,False,False,0.236,1.613,,,True,0.715,0.711,1.422,4,0.0,0.0,68.0,66.0,58,premium,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-01-26T18:00:00+00:00,BOS,BOS,0,holding,True,partial,True,0,0.15,0.56,0.56,marginal,,0.597,0.112,1.288,0.001692,0.002555,0.396,0,25.789,False,,,,,False,4,bullish,with_trend,False,False,False,,1.08708,False,False,False,INSIDE,intact,intact,intact,intact,1.206,4.255,PD,PW,True,,,,,2.571,2.0,False,1.856,False,0.0,high,0.0,1.0,True,1,74.0,"eq,sw,pd,pw",True,0.284,1.656,2.222,False,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2016-01-29T03:00:00+00:00,2,2016-01-26T20:00:00+00:00,LONG,counter,55.0,False,1,82.34,1.2496,fresh,NY,NY,False,True,Fill only,0.619,,,0.3624,1.09757,1.0777,discount,mixed,2.925,0.398,0.414,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Advance GDP q/q,USD,0.0,
B7267,EURUSD,2016-01-29T14:00:00+00:00,2016-02-01T14:00:00+00:00,2016-02-02T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08992,1.08992,1.09247,1.08482,sl,1.09247,-1.0,-250.0,True,,0.961,-0.945,-1.041,False,,,0.519,,,,,1.084,1.084,2.168,49,2.0,30.0,76.0,25.0,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-29T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.85,2.14,1.43,marginal,True,0.999,,1.602,0.002353,0.001322,0.409,2,49.375,True,Advance GDP q/q,USD,ff,2016-01-29T13:30:00+00:00,False,14,bullish,ambiguous,False,False,True,bearish,1.08615,False,False,True,INSIDE,intact,intact,intact,intact,2.087,3.808,PD,PD,False,,,,,3.808,2.0,True,,,2.0,low,0.0,2.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,0.089,False,sweep,asia,low,True,2016-01-29T13:00:00+00:00,1,2016-01-29T13:00:00+00:00,SHORT,counter,35.6,False,0,13.25,0.6564,no_fvg,London,NY,False,True,Fill only,0.824,,,0.615,1.09757,1.0777,premium,mixed,0.914,0.46,1.0,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,1.0,ISM Manufacturing PMI
B7268,EURUSD,2016-02-01T11:00:00+00:00,2016-02-01T14:00:00+00:00,2016-02-01T15:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.08897,1.08897,1.09071,1.0854899999999998,sl,1.09071,-1.0,-250.0,True,,0.862,-0.989,-1.16,True,False,False,0.466,14.95,,,True,1.503,1.501,3.002,49,2.0,11.0,77.0,25.0,26,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-29T09:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,2.01,5.09,3.4,strong,True,1.33,2.738,6.918,0.001158,0.001322,0.617,3,42.232,False,,,,,False,11,bullish,ambiguous,False,False,True,bearish,1.08096,False,False,False,INSIDE,intact,intact,intact,intact,5.061,6.918,PD,PD,False,,,,,,,,,,2.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,high,True,2016-02-01T10:00:00+00:00,1,2016-01-29T13:00:00+00:00,SHORT,aligned,50.8,False,0,13.25,0.6564,fresh,London,NY,True,True,Both,0.556,,,0.5654,1.09674,1.07886,premium,both_premium,1.857,0.46,1.0,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,1.0,ISM Manufacturing PMI
B7269,EURUSD,2016-02-02T05:00:00+00:00,2016-02-02T05:00:00+00:00,2016-02-02T13:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.09034,1.09034,1.08935,1.0923200000000002,tp,1.0923200000000002,2.0,500.0,True,,24.424,-0.818,0.082,,,,,,,,,0.701,0.701,1.402,49,38.0,1.0,3.0,1.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-02T02:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.7,0.94,0.94,marginal,,0.559,,1.091,0.001412,0.001336,0.266,0,43.09,False,,,,,False,5,bullish,with_trend,False,False,False,,1.09188,False,True,False,INSIDE,intact,intact,intact,intact,0.644,6.317,PD,PD,True,,,,,,,,,,6.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,0.163,False,none,none,none,False,2016-02-02T04:00:00+00:00,1,2016-02-02T04:00:00+00:00,LONG,counter,85.9,False,1,25.85,0.7525,no_fvg,Asia,Asia,False,False,Neither,1.0,,,0.6421,1.09674,1.07886,premium,both_premium,-1.232,0.427,0.835,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7270,EURUSD,2016-02-02T12:00:00+00:00,2016-02-02T12:00:00+00:00,2016-02-02T15:00:00+00:00,London,bullish,Range BOS,proximal,1.09181,1.09181,1.0901,1.0952299999999997,sl,1.0901,-1.0,-250.0,True,,16.62,-0.883,-0.06,True,False,False,0.694,0.624,,,True,1.334,1.334,2.667,49,48.0,6.0,7.0,1.0,7,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-02T05:00:00+00:00,BOS,Range,0,holding,False,full,False,0,0.19,0.75,0.75,marginal,,1.178,,0.328,0.001282,0.001292,0.828,3,56.681,False,,,,,False,12,bullish,with_trend,False,False,False,,1.09223,False,True,False,SWEPT_HIGH,swept,intact,intact,intact,3.845,8.104,PW,PD,True,1.0,PD,,,,,,,,13.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,-0.312,False,sweep,asia,high,True,2016-02-02T11:00:00+00:00,1,2016-02-02T11:00:00+00:00,LONG,counter,96.3,False,1,16.25,0.6847,fresh,Asia,London,False,True,Fill only,0.581,,,0.7243,1.09674,1.07886,premium,both_premium,-0.484,0.447,0.581,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7271,EURUSD,2016-02-03T11:00:00+00:00,2016-02-03T11:00:00+00:00,2016-02-03T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.09228,1.09228,1.09048,1.09588,tp,1.09588,2.0,500.0,True,,17.55,-0.689,0.114,,,,,,,,,1.487,1.487,2.973,49,26.0,1.0,4.0,1.0,4,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-02-03T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.12,1.05,1.05,marginal,,1.322,,0.834,0.001211,0.001226,0.838,0,62.7,False,,,,,False,11,bullish,with_trend,False,False,False,,1.09329,False,False,False,INSIDE,intact,intact,intact,intact,1.396,3.378,PD,PD,True,,,,,,,,,,2.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2016-02-03T10:00:00+00:00,1,2016-02-03T10:00:00+00:00,LONG,counter,87.0,False,3,11.88,0.6493,no_fvg,London,London,True,False,OB only,1.0,,,0.7506,1.09674,1.07886,premium,both_premium,-1.991,0.599,0.36,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,ADP Non-Farm Employment Change
B7272,EURUSD,2016-02-04T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.10886,1.10886,1.10682,1.11294,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.782,0.782,1.564,0,,,,,3,premium,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2016-02-04T06:00:00+00:00,BOS,BOS,0,holding,False,none,True,0,0.65,2.11,2.11,solid,,0.705,,1.97,0.002609,,0.772,0,53.354,False,,,,,False,9,bullish,with_trend,False,False,False,,1.114,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,1,,"eq,sw",True,0.092,2.875,2.426,False,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2016-02-04T08:00:00+00:00,1,2016-02-04T08:00:00+00:00,LONG,counter,83.1,False,4,,,no_fvg,Asia,London,False,False,never_filled,1.0,,,1.6779,1.09674,1.07886,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7273,EURUSD,2016-02-04T16:00:00+00:00,2016-02-08T13:00:00+00:00,2016-02-08T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.10886,1.10886,1.10682,1.11294,tp,1.11294,2.0,500.0,True,,12.216,-0.0,0.164,,,,,,,,,0.782,0.701,1.402,49,28.0,0.0,103.0,53.0,10,premium,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-02-04T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.65,2.11,2.11,solid,,0.705,1.583,5.753,0.002609,0.00189,0.772,0,38.764,False,,,,,False,16,bullish,with_trend,False,False,False,,1.12387,False,False,False,INSIDE,intact,intact,intact,intact,0.759,10.516,PD,PW,True,,,,,0.74,3.0,False,-0.042,False,76.0,high,0.0,2.0,True,1,58.0,"eq,sw,pd,pw",True,0.092,2.875,2.426,False,False,,,,,,False,,,,,False,,,,,True,0.042,EQ,False,,False,none,none,none,False,2016-02-04T15:00:00+00:00,2,2016-02-04T08:00:00+00:00,LONG,counter,83.1,False,4,48.37,0.8957,fresh,Asia,NY,False,True,Fill only,0.467,,,1.6779,1.09674,1.07886,premium,both_premium,2.388,0.634,0.237,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7274,EURUSD,2016-02-05T15:00:00+00:00,2016-02-08T16:00:00+00:00,2016-02-08T19:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.11865,1.11865,1.12019,1.1155699999999995,sl,1.12019,-1.0,-250.0,True,,1.974,-0.981,-0.507,False,,,0.51,,,,,0.655,0.655,1.31,49,1.0,16.0,81.0,26.0,8,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-02-05T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.82,0.91,0.6,marginal,False,0.57,0.982,3.113,0.002351,0.002456,0.313,3,35.203,False,,,,,False,15,bullish,ambiguous,False,False,True,bearish,1.11133,False,False,False,SWEPT_LOW,intact,swept,intact,intact,2.564,15.833,PW,PW,False,1.0,PD,,,16.029,2.0,True,,,56.0,low,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2016-02-05T14:00:00+00:00,1,2016-02-05T14:00:00+00:00,SHORT,aligned,87.8,False,0,74.55,1.1376,fresh,London,NY,True,True,Both,0.843,,,2.2254,1.09674,1.07886,premium,both_premium,1.221,0.515,0.292,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7275,EURUSD,2016-02-08T12:00:00+00:00,2016-02-08T16:00:00+00:00,2016-02-08T16:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.11522,1.11522,1.11848,1.1087000000000005,sl,1.11848,-1.0,-250.0,True,,0.0,-0.629,,True,False,False,0.689,8.94,,,False,1.905,1.905,3.81,49,0.0,1.0,7.0,5.0,3,premium,0.0,False,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2016-02-08T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,True,0,0.42,2.41,1.61,solid,True,1.788,,2.518,0.001711,0.002456,0.784,0,42.333,False,,,,,False,12,bullish,ambiguous,False,False,True,bearish,1.11091,False,,,SWEPT_LOW,intact,swept,intact,intact,5.528,19.75,PW,PW,False,1.0,PD,,,,,,,,56.0,low,0.0,0.0,True,1,6.0,"eq,sw,pd,pw",True,0.999,0.183,3.307,False,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2016-02-08T11:00:00+00:00,1,2016-02-08T11:00:00+00:00,SHORT,aligned,75.3,False,0,74.55,1.1376,no_fvg,London,NY,True,True,Both,1.0,,,0.7813,1.12468,1.08142,premium,both_premium,1.677,0.515,0.292,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7276,EURUSD,2016-02-10T08:00:00+00:00,2016-02-10T08:00:00+00:00,2016-02-10T08:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.12896,1.12896,1.13006,1.1267599999999998,sl,1.13006,-1.0,-250.0,True,,11.764,-0.809,-0.085,True,True,True,0.079,5.434,1.0,1.0,True,0.792,0.792,1.584,49,7.0,13.0,3.0,1.0,3,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-10T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.1,1.38,0.92,marginal,False,0.648,,0.993,0.001389,0.001553,0.444,0,57.487,False,,,,,False,8,bullish,ambiguous,False,False,True,bearish,1.12758,False,False,False,INSIDE,intact,intact,broken,intact,3.469,9.185,PD,PD,False,,,,,,,,,,96.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2016-02-10T07:00:00+00:00,1,2016-02-10T07:00:00+00:00,SHORT,aligned,72.6,False,0,23.62,0.723,no_fvg,Asia,London,False,True,Fill only,1.0,,,1.0989,1.12468,1.08142,premium,both_premium,-0.979,0.554,0.617,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7277,EURUSD,2016-02-11T10:00:00+00:00,2016-02-11T10:00:00+00:00,2016-02-11T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.13078,1.13078,1.12805,1.1362399999999997,tp,1.1362399999999997,2.0,500.0,True,,2.502,-0.692,0.799,,,,,,,,,1.183,1.183,2.367,32,6.0,21.0,4.0,1.0,4,premium,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-02-11T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.19,0.52,0.52,marginal,,1.097,0.772,2.015,0.002307,0.002261,0.308,1,50.085,True,Eurogroup Meetings,EUR,ff,2016-02-11T10:15:00+00:00,False,10,bullish,with_trend,False,False,False,,1.13543,False,False,False,EXPANSION_UP,broken,intact,broken,intact,,6.398,,PD,False,8.0,PD,,,21.594,2.0,False,20.411,False,122.0,low,0.0,1.0,True,2,18.0,"eq,sw,pd,pw",True,0.078,1.176,8.335,False,False,,,,,,False,,,,,True,0.078,1.176,8.335,False,False,,,False,,False,break,asia,high,True,2016-02-11T09:00:00+00:00,1,2016-02-11T09:00:00+00:00,LONG,counter,76.0,False,1,76.39,1.1926,fresh,Asia,London,False,False,Neither,0.923,,,1.141,1.12468,1.08142,premium,both_premium,-1.773,0.291,0.636,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Unemployment Claims
B7278,EURUSD,2016-02-12T14:00:00+00:00,2016-02-15T08:00:00+00:00,2016-02-15T14:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.12016,1.12016,1.11652,1.1274400000000002,sl,1.11652,-1.0,-250.0,True,,0.195,-0.981,-5.128,False,,,0.708,,,,,1.417,1.623,3.246,49,2.0,25.0,144.0,92.0,78,discount,0.0,,7.0,4.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2016-02-09T08:00:00+00:00,BOS,Confirm,0,holding,False,full,True,1,0.56,2.65,2.65,strong,,1.339,,5.301,0.002569,0.001714,0.209,0,41.614,True,Core Retail Sales m/m,USD,ff,2016-02-12T13:30:00+00:00,False,14,bullish,counter_trend,True,False,True,bearish,1.13378,False,False,False,SWEPT_LOW,intact,swept,intact,intact,5.142,4.492,PD,PW,False,1.0,PD,,,5.149,3.0,False,3.733,False,1.0,low,0.0,1.0,True,2,114.0,"eq,sw,pd,pw",True,0.864,1.471,5.013,False,False,,,,,,False,,,,,True,0.864,1.471,5.013,False,True,-0.195,PD,False,,False,break,asia,low,True,2016-02-12T13:00:00+00:00,1,2016-02-09T12:00:00+00:00,LONG,aligned,19.2,False,1,36.24,0.8139,stale,London,London,True,True,Both,0.771,,,0.8955,1.12468,1.08142,premium,mixed,0.467,0.37,0.418,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7279,EURUSD,2016-02-12T14:00:00+00:00,2016-02-12T14:00:00+00:00,2016-02-12T18:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.1267,1.1267,1.13003,1.12004,friday_flat,1.12456,0.643,160.75,True,,1.598,-0.312,0.402,,,,,,,,,1.485,1.485,2.969,4,2.0,1.0,5.0,1.0,5,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-02-12T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.82,0.94,0.63,marginal,False,1.396,,1.766,0.002243,0.002374,0.489,0,41.614,True,Core Retail Sales m/m,USD,ff,2016-02-12T13:30:00+00:00,False,14,bullish,ambiguous,False,False,True,bearish,1.12274,False,False,False,EXPANSION_DOWN,intact,broken,swept,intact,4.864,20.189,PD,PW,False,0.0,PW,,,,,,,,2.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,low,True,2016-02-12T13:00:00+00:00,1,2016-02-12T13:00:00+00:00,SHORT,counter,49.5,False,0,73.6,1.149,no_fvg,London,NY,True,True,Both,1.0,,,1.0467,1.12468,1.08142,premium,mixed,-2.18,0.451,0.593,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Prelim UoM Consumer Sentiment,USD,1.0,Prelim UoM Consumer Sentiment
B7280,EURUSD,2016-02-15T08:00:00+00:00,2016-02-15T08:00:00+00:00,2016-02-15T12:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.12137,1.12137,1.12268,1.11875,tp,1.11875,2.0,500.0,True,,7.282,-0.0,0.275,,,,,,,,,0.822,0.822,1.643,49,40.0,0.0,3.0,1.0,3,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-15T05:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.24,0.97,0.97,marginal,,0.696,,0.671,0.001594,0.001714,0.225,0,56.146,False,,,,,False,8,bearish,with_trend,False,False,False,,1.1203,False,False,True,SWEPT_LOW,intact,swept,intact,intact,7.527,7.997,PD,PW,False,1.0,PD,,,,,,,,1.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2016-02-15T07:00:00+00:00,1,2016-02-15T07:00:00+00:00,SHORT,counter,6.2,False,1,36.24,0.8139,no_fvg,Asia,London,False,True,Fill only,1.0,,,0.4398,1.13761,1.10862,discount,both_discount,-0.753,0.37,0.418,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
