setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B5103,NZDUSD,2020-02-04T17:00:00+00:00,2020-02-06T08:00:00+00:00,2020-02-07T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.64634,0.64515,0.64475,0.64753,,1.0,,0.64753,1.0,wick,,,,,,,,False,triple,sl,0.64475,-1.0,-1.0,-1.0,-250.0,True,,0.704,-0.623,-1.42,True,False,0.0,6.843,,False,1.557,16,-1,-1,43.0,40.0,4,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-04T13:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.26,0.78,0.52,marginal,False,0.773,0.215,1.341,0.001021,0.000717,0.595,0,60.443,False,,,,,False,17,bearish,ambiguous,False,False,True,bullish,0.64795,False,True,False,SWEPT_LOW,intact,swept,intact,swept,3.818,,PD,,True,0.0,PD,3.818,2.0,,,True,,,0.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.147,bare,False,,False,sweep,asia,low,True,2020-02-04T16:00:00+00:00,1,2020-02-04T16:00:00+00:00,LONG,,aligned,47.2,False,0,fresh,NY,London,True,False,OB only,1.0,,,0.0723,0.65956,0.64531,discount,both_discount,0.519,0.369,0.231,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5104,NZDUSD,2020-02-05T10:00:00+00:00,,,London,bearish,BOS BOS,proximal,0.65247,0.65335,0.6537499999999999,0.64906,0.64667,3.88,6.59,0.64775,5.36,zone,,zone,0.64805,5.02,0.64667,6.59,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.564,0,-1,-1,,,107,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-29T23:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.46,0.72,0.72,marginal,,0.586,0.183,3.836,0.000819,,0.229,2,65.498,False,,,,,False,10,bearish,counter_trend,True,False,True,bullish,0.64795,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.11,bare,False,,False,break,asia,low,True,2020-02-05T09:00:00+00:00,3,2020-01-30T07:00:00+00:00,SHORT,,aligned,66.1,False,2,fresh,Other,London,False,False,never_filled,0.622,,,0.5025,0.65956,0.64531,premium,both_premium,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5105,NZDUSD,2020-02-05T16:00:00+00:00,2020-02-06T00:00:00+00:00,2020-02-06T07:00:00+00:00,NY,bearish,BOS BOS,proximal,0.64812,0.64943,0.6498299999999999,0.64667,,1.11,,0.6453,2.15,zone,,,0.64559,1.93,,,,False,triple,tp1,0.64667,0.848,1.11,4.298,212.0,True,,0.848,-0.053,1.0,,,,,,,1.759,7,7,-1,12.0,9.0,4,premium,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2020-02-05T12:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.28,0.38,0.38,marginal,,0.936,,2.551,0.000972,0.000744,0.374,0,63.485,False,,,,,False,16,bearish,with_trend,True,False,False,,0.64718,False,False,False,INSIDE,intact,intact,intact,swept,2.181,1.276,PD,PD,True,37.0,PW,2.181,2.0,,,False,0.422,True,0.0,low,1.0,0.0,True,SW,0.65013,0.113,1.179,3.035,1,True,0.134,,6.0,"pd,eq,sw",True,0.422,bare,False,,False,break,asia,low,True,2020-02-05T15:00:00+00:00,1,2020-02-05T15:00:00+00:00,SHORT,,aligned,60.3,False,1,no_fvg,London,Asia,True,False,OB only,1.0,,,0.1972,0.65956,0.64531,discount,mixed,0.73,0.537,0.647,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5106,NZDUSD,2020-02-06T09:00:00+00:00,2020-02-06T12:00:00+00:00,2020-02-06T15:00:00+00:00,London,bearish,BOS BOS,proximal,0.64718,0.64827,0.64867,0.646,,1.08,,0.6449,2.09,zone,,,0.64512,1.89,,,,False,triple,tp1,0.646,0.792,1.08,5.174,198.0,True,,0.792,-0.188,1.0,,,,,,,2.078,3,3,-1,8.0,4.0,5,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-06T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.99,1.41,1.41,marginal,,0.962,,2.301,0.000717,0.000784,0.42,1,49.885,False,,,,,False,9,bearish,with_trend,False,False,False,,0.64572,False,False,True,SWEPT_LOW,intact,swept,intact,swept,4.267,,PD,,False,0.0,PD,4.267,2.0,,,False,2.189,False,7.0,high,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.46,bare,False,,False,sweep,asia,high,True,2020-02-06T08:00:00+00:00,1,2020-02-06T08:00:00+00:00,SHORT,,counter,32.3,False,2,no_fvg,Asia,London,True,True,Both,0.975,,,0.1312,0.65956,0.64531,discount,both_discount,1.45,0.508,0.058,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5107,NZDUSD,2020-02-10T13:00:00+00:00,2020-02-10T13:00:00+00:00,2020-02-10T14:00:00+00:00,NY,bearish,BOS BOS,proximal,0.64013,0.64157,0.6419699999999999,0.63939,,0.51,,0.63939,0.51,wick,,,0.63939,0.51,,,,True,triple,tp1,0.63939,0.402,0.51,0.0,100.5,True,,0.402,-0.0,1.0,,,,,,,1.941,1,1,-1,5.0,1.0,5,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-10T08:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.31,0.7,0.7,marginal,,1.097,,1.646,0.000948,0.000958,0.596,2,66.164,False,,,,,False,13,bearish,with_trend,False,False,False,,0.6397,False,False,False,SWEPT_LOW,intact,swept,intact,swept,6.552,,PD,,False,11.0,PD,10.666,2.0,,,False,8.725,False,33.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",True,-0.295,bare,True,0.0,False,sweep,asia,low,True,2020-02-10T12:00:00+00:00,1,2020-02-10T12:00:00+00:00,SHORT,,counter,6.8,False,4,no_fvg,London,NY,False,True,Fill only,0.925,,,0.0444,0.65024,0.63966,discount,both_discount,-1.308,0.337,0.457,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5108,NZDUSD,2020-02-11T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,0.63951,0.63875,0.6383500000000001,0.64062,0.64574,1.46,8.2,0.64169,2.87,zone,,zone,0.64145,2.55,0.64574,8.2,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.441,0,-1,-1,,,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-11T11:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,1.4,1.53,1.02,marginal,False,0.447,,0.534,0.000805,,0.389,1,49.198,False,,,,,False,15,bearish,ambiguous,False,False,True,bullish,0.64113,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,0.062,bare,False,,False,break,asia,high,True,2020-02-11T14:00:00+00:00,1,2020-02-11T14:00:00+00:00,LONG,,aligned,14.0,False,0,no_fvg,London,NY,False,False,never_filled,0.934,,,-0.0142,0.65024,0.63966,discount,both_discount,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5109,NZDUSD,2020-02-12T12:00:00+00:00,2020-02-12T14:00:00+00:00,2020-02-12T23:00:00+00:00,London,bullish,BOS BOS,proximal,0.64712,0.64599,0.64559,0.64798,,0.76,,0.65024,2.76,zone,,,0.64984,2.41,,,,False,triple,sl,0.64559,-1.0,-1.0,-1.0,-250.0,True,,0.118,-0.85,-8.475,False,False,2.124,,,,1.157,9,-1,-1,5.0,3.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-12T09:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.4,0.66,0.66,marginal,,0.552,,1.792,0.001323,0.001375,0.342,0,29.42,False,,,,,False,12,bullish,with_trend,False,False,False,,0.64839,False,True,False,EXPANSION_UP,broken,intact,intact,swept,2.359,7.076,PW,PD,True,23.0,PW,2.359,2.0,6.592,2.0,True,5.435,False,0.0,high,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.242,bare,True,0.272,True,break,asia,high,True,2020-02-12T11:00:00+00:00,1,2020-02-12T11:00:00+00:00,LONG,,counter,88.1,False,2,no_fvg,London,NY,False,True,Fill only,1.0,,,0.7051,0.65024,0.63966,premium,both_premium,0.0,0.569,0.27,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5110,NZDUSD,2020-02-13T18:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,0.64486,0.64695,0.64735,0.64278,0.64022,1.0,2.22,0.64278,1.0,wick,,zone,0.64278,1.0,0.64022,2.22,zone,True,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,2.33,0,-1,-1,,,4,discount,0.0,,10.0,4.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2020-02-13T14:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.1,0.14,0.14,marginal,,1.582,0.356,1.787,0.001069,,0.444,0,58.518,False,,,,,False,18,bearish,with_trend,False,False,False,,0.64382,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,SW,0.64834,0.346,0.34,5.203,1,False,-1.553,,28.0,"pd,eq,sw",False,,,True,0.0,False,break,asia,low,True,2020-02-13T17:00:00+00:00,1,2020-02-13T17:00:00+00:00,SHORT,,counter,35.1,False,1,fresh,NY,NY,True,False,never_filled,1.0,,,0.4915,0.65024,0.63966,discount,both_discount,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5111,NZDUSD,2020-02-17T13:00:00+00:00,2020-02-18T08:00:00+00:00,2020-02-18T10:00:00+00:00,NY,bullish,Confirmation BOS,proximal,0.64029,0.63945,0.63905,0.64113,,1.0,,0.64113,1.0,wick,,,,,,,,False,triple,sl,0.63905,-1.0,-1.0,-1.0,-250.0,True,,0.073,-0.694,-13.699,True,False,0.026,4.884,,True,1.062,2,-1,-1,158.0,103.0,91,discount,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-11T18:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,3.38,4.1,4.1,strong,,0.377,4.138,2.313,0.001167,0.000854,0.273,2,57.475,False,,,,,False,13,bearish,counter_trend,False,False,False,,0.64764,False,True,False,EXPANSION_DOWN,intact,broken,intact,intact,3.796,2.168,PD,PW,False,,,3.341,3.0,1.619,2.0,False,0.557,True,1.0,high,3.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.36,bare,False,,False,sweep,asia,low,True,2020-02-17T12:00:00+00:00,3,2020-02-12T01:00:00+00:00,LONG,,aligned,29.1,False,1,fresh,NY,London,False,False,Neither,0.994,,,0.2311,0.64871,0.63776,discount,both_discount,0.703,0.459,0.12,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5112,NZDUSD,2020-02-17T13:00:00+00:00,2020-02-17T14:00:00+00:00,2020-02-18T00:00:00+00:00,NY,bearish,Range BOS,proximal,0.64295,0.64399,0.6443899999999999,0.64227,0.64022,0.65,2.63,0.64227,0.65,wick,,zone,0.64227,0.65,0.64022,2.63,zone,True,triple,tp1,0.64227,0.472,0.65,2.63,118.0,True,,0.472,-0.861,1.0,,,,,,,1.838,10,10,19,5.0,2.0,4,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-17T09:00:00+00:00,BOS,Range,0,holding,True,pristine,False,0,0.32,0.78,0.78,marginal,,0.817,0.498,2.731,0.000784,0.000762,0.672,0,57.475,False,,,,,False,13,bearish,with_trend,False,False,False,,0.64224,False,False,False,BOTH_SIDES,swept,swept,intact,intact,7.351,6.624,PW,PW,True,0.0,PD,4.824,2.0,,,False,2.986,False,0.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",True,0.421,bare,True,0.0,True,sweep,asia,low,True,2020-02-17T12:00:00+00:00,1,2020-02-17T12:00:00+00:00,SHORT,,counter,27.8,False,1,fresh,London,NY,False,True,Fill only,1.0,,,0.474,0.64871,0.63776,discount,both_discount,-0.995,0.461,0.307,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5113,NZDUSD,2020-02-18T09:00:00+00:00,,,London,bearish,Range BOS,proximal,0.64136,0.6422,0.6426,0.64022,0.63953,1.36,2.18,0.63976,1.9,zone,,zone,0.64002,1.6,0.63953,2.18,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.452,0,-1,-1,,,4,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-18T05:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.2,0.79,0.79,marginal,,0.515,,4.167,0.000854,,0.227,0,42.096,False,,,,,False,9,bearish,with_trend,False,False,False,,0.64028,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,True,2020-02-18T08:00:00+00:00,1,2020-02-18T08:00:00+00:00,SHORT,,counter,27.6,False,1,no_fvg,Asia,London,False,False,never_filled,1.0,,,0.3288,0.64871,0.63776,discount,both_discount,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5114,NZDUSD,2020-02-19T08:00:00+00:00,,,London,bearish,Range BOS,proximal,0.64136,0.6422,0.6426,0.63868,,3.19,,0.63806,3.93,zone,,,0.63824,3.71,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.452,0,-1,-1,,,27,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-18T05:00:00+00:00,BOS,Range,0,holding,True,pristine,False,0,0.2,0.79,0.79,marginal,,0.515,0.222,4.167,0.000854,,0.227,0,54.936,False,,,,,False,8,bearish,with_trend,False,False,False,,0.63826,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,True,break,asia,low,True,2020-02-19T07:00:00+00:00,3,2020-02-18T08:00:00+00:00,SHORT,,counter,27.6,False,1,fresh,Asia,London,False,False,never_filled,0.666,,,0.3288,0.64871,0.63776,discount,both_discount,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5115,NZDUSD,2020-02-19T12:00:00+00:00,2020-02-19T13:00:00+00:00,2020-02-19T14:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,0.63936,0.63847,0.63807,0.64025,,1.0,,0.64025,1.0,wick,,,,,,,,False,triple,sl,0.63807,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.234,,,,1.772,1,-1,-1,8.0,4.0,7,discount,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2020-02-19T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,1,0.4,0.65,0.44,marginal,False,0.673,,1.278,0.000728,0.000743,0.592,0,46.862,False,,,,,False,12,bearish,ambiguous,False,False,True,bullish,0.64102,False,False,False,SWEPT_LOW,intact,swept,intact,intact,6.54,2.198,PD,PW,False,14.0,PD,6.636,3.0,,,True,,,2.0,high,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.014,PD,False,,False,break,asia,high,True,2020-02-19T11:00:00+00:00,1,2020-02-19T09:00:00+00:00,LONG,,aligned,21.2,False,0,fresh,Asia,NY,False,True,Fill only,0.333,,,0.1461,0.64871,0.63776,discount,both_discount,0.989,0.399,0.258,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5116,NZDUSD,2020-02-19T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.63988,0.64142,0.64182,0.63871,,0.76,,0.63776,1.38,zone,,,0.63798,1.23,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,2.589,0,-1,-1,,,6,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-19T09:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.38,1.33,1.33,marginal,,1.521,0.787,2.923,0.000749,,0.351,0,50.034,False,,,,,False,15,bearish,with_trend,True,False,False,,0.6379,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,,False,,,False,,False,break,asia,low,True,2020-02-19T14:00:00+00:00,1,2020-02-19T13:00:00+00:00,SHORT,,aligned,63.5,False,1,fresh,London,NY,False,False,never_filled,1.0,A First Pullback,premium,0.1936,0.64871,0.63776,discount,mixed,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5117,NZDUSD,2020-02-21T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.63779,0.63948,0.63988,0.63135,,3.81,,0.6303,4.43,zone,,,0.63065,4.22,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.846,0,-1,-1,,,41,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2020-02-19T23:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.62,2.23,2.23,solid,,1.139,0.963,3.56,0.001132,,0.705,1,49.601,False,,,,,False,16,bearish,counter_trend,False,False,True,bullish,0.63516,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,EQ,0.64005,0.256,0.085,3.984,1,True,0.044,2.0,53.0,"pd,eq,sw",True,-0.397,bare,False,,False,break,asia,low,True,2020-02-21T15:00:00+00:00,2,2020-02-20T01:00:00+00:00,SHORT,,counter,41.1,False,2,fresh,Other,NY,False,False,never_filled,0.928,,,0.0027,0.64871,0.63776,discount,both_discount,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5118,NZDUSD,2020-02-21T16:00:00+00:00,2020-02-23T22:00:00+00:00,2020-02-24T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.63182,0.63072,0.63032,0.63292,,1.0,,0.63292,1.0,wick,,,,,,,,False,triple,tp1,0.63292,0.733,1.0,0.0,183.25,True,,0.733,-0.207,1.0,,,,,,,1.301,2,2,-1,58.0,7.0,4,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-21T12:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.21,1.61,1.07,marginal,False,0.607,0.746,1.223,0.001153,0.001195,0.443,0,49.601,False,,,,,False,16,bearish,ambiguous,False,False,True,bullish,0.63517,False,False,False,INSIDE,intact,intact,intact,intact,3.314,1.318,PD,PW,False,,,10.73,3.0,,,True,,,45.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.017,bare,False,,True,sweep,asia,low,True,2020-02-21T15:00:00+00:00,1,2020-02-21T15:00:00+00:00,LONG,,aligned,14.2,False,0,fresh,London,Other,True,False,OB only,1.0,,,-0.5425,0.64871,0.63776,discount,both_discount,0.321,0.386,0.357,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Retail Sales q/q,NZD,0.0,
B5119,NZDUSD,2020-02-24T15:00:00+00:00,2020-02-25T09:00:00+00:00,2020-02-26T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.63278,0.63137,0.63097,0.63475,0.63781,1.4,3.57,0.63564,2.03,zone,,zone,0.63531,1.79,0.63781,3.57,zone,False,triple,sl,0.63097,-1.0,-1.0,-1.0,-250.0,True,,0.359,-0.956,-2.786,False,False,0.101,,,,1.665,15,-1,-1,20.0,19.0,2,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-24T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,1.06,1.86,1.24,marginal,True,0.929,,1.647,0.001087,0.001001,0.802,0,55.509,False,,,,,False,15,bearish,ambiguous,False,False,True,bullish,0.63419,False,False,False,SWEPT_HIGH,swept,intact,intact,intact,10.983,2.272,PW,PD,False,6.0,PD,10.495,3.0,,,True,,,6.0,high,2.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,False,,False,sweep,asia,low,True,2020-02-24T14:00:00+00:00,1,2020-02-24T14:00:00+00:00,LONG,,aligned,46.3,False,0,no_fvg,NY,London,True,False,OB only,,,,0.172,0.64472,0.6303,discount,both_discount,-0.276,0.501,0.541,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,CB Consumer Confidence
B5120,NZDUSD,2020-02-24T17:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.63779,0.63948,0.63988,0.63133,,3.82,,0.63031,4.43,zone,,,0.63064,4.23,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.846,0,-1,-1,,,66,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2020-02-19T23:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.62,2.23,2.23,solid,,1.139,0.963,3.56,0.001132,,0.705,1,49.355,False,,,,,False,17,bearish,counter_trend,False,False,True,bullish,0.63516,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,EQ,0.64005,0.256,0.085,3.984,1,True,0.044,2.0,78.0,"pd,eq,sw",True,-0.397,bare,False,,False,break,asia,low,True,2020-02-24T16:00:00+00:00,3,2020-02-20T01:00:00+00:00,SHORT,,counter,41.1,False,2,fresh,Other,NY,False,False,never_filled,0.928,,,0.5194,0.64472,0.6303,premium,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
