setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,bos_sequence_count,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0011,EURUSD,2025-09-05T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.16918,1.16736,1.17166,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-09-05T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,15,bearish,against_trend,2025-09-05T14:00:00+00:00,1,2025-09-05T12:00:00+00:00,LONG,aligned,47.9,0,solid,3.63,1.77,2.66,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0012,EURUSD,2025-09-05T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,50pct,1.16847,1.16736,1.17166,,3.505,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-09-05T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,15,bearish,against_trend,2025-09-05T14:00:00+00:00,1,2025-09-05T12:00:00+00:00,LONG,aligned,42.4,0,solid,3.63,1.77,2.66,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0013,EURUSD,2025-09-08T14:00:00+00:00,2025-09-09T12:00:00+00:00,2025-09-09T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.17316,1.17167,1.17597,,2.18,,sl,1.17316,0.0,2.18,0.0,0.0,True,,2.074,-0.604,2,2,-1,5,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",True,h1_only,2025-09-08T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bullish,with_trend,2025-09-08T13:00:00+00:00,1,2025-09-08T13:00:00+00:00,LONG,counter,80.4,4,marginal,0.69,1.14,1.14,fresh,London,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0014,EURUSD,2025-09-08T14:00:00+00:00,2025-09-09T14:00:00+00:00,2025-09-09T15:00:00+00:00,NY,bullish,BOS BOS,50pct,1.17261,1.17167,1.17597,,4.541,,sl,1.17167,-1.0,-1.0,-1.0,-250.0,True,,3.872,-1.117,1,-1,-1,5,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-08T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bullish,with_trend,2025-09-08T13:00:00+00:00,1,2025-09-08T13:00:00+00:00,LONG,counter,76.1,4,marginal,0.69,1.14,1.14,fresh,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0015,EURUSD,2025-09-11T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.16887,1.16758,1.17071,,1.69,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-11T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bullish,with_trend,2025-09-11T13:00:00+00:00,1,2025-09-11T12:00:00+00:00,LONG,aligned,24.0,3,solid,0.57,2.18,2.18,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0016,EURUSD,2025-09-11T14:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.16843,1.16758,1.17071,,3.508,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-11T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bullish,with_trend,2025-09-11T13:00:00+00:00,1,2025-09-11T12:00:00+00:00,LONG,aligned,20.3,3,solid,0.57,2.18,2.18,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0017,EURUSD,2025-09-16T10:00:00+00:00,2025-09-18T06:00:00+00:00,2025-09-18T07:00:00+00:00,London,bullish,BOS BOS,proximal,1.17807,1.17699,1.18184,,4.28,,tp1,1.18184,3.491,4.28,0.0,872.75,True,,5.37,-0.028,1,1,-1,6,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-16T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,10,bullish,with_trend,2025-09-16T09:00:00+00:00,1,2025-09-16T08:00:00+00:00,LONG,counter,76.2,4,solid,1.9,1.68,1.68,fresh,Asia,Asia,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0018,EURUSD,2025-09-16T10:00:00+00:00,,,London,bullish,BOS BOS,50pct,1.17773,1.17699,1.18184,,7.611,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-16T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,10,bullish,with_trend,2025-09-16T09:00:00+00:00,1,2025-09-16T08:00:00+00:00,LONG,counter,74.1,4,solid,1.9,1.68,1.68,fresh,Asia,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0019,EURUSD,2025-09-17T08:00:00+00:00,2025-09-17T14:00:00+00:00,2025-09-17T16:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.18542,1.18639,1.17572,,12.6,,sl,1.18542,0.0,-1.0,-1.0,0.0,True,,1.247,-0.567,2,-1,-1,3,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-09-17T05:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bullish,against_trend,2025-09-17T07:00:00+00:00,1,2025-09-17T07:00:00+00:00,SHORT,aligned,88.8,0,marginal,1.12,1.03,1.54,no_fvg,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0020,EURUSD,2025-09-17T08:00:00+00:00,2025-09-17T14:00:00+00:00,2025-09-17T18:00:00+00:00,London,bearish,CHoCH CHoCH,50pct,1.18571,1.18639,1.17572,,20.812,,sl,1.18571,0.0,-1.0,-1.0,0.0,True,,5.618,-9.132,4,-1,-1,3,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-09-17T05:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bullish,against_trend,2025-09-17T07:00:00+00:00,1,2025-09-17T07:00:00+00:00,SHORT,aligned,90.1,0,marginal,1.12,1.03,1.54,no_fvg,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0021,EURUSD,2025-09-18T07:00:00+00:00,2025-09-19T12:00:00+00:00,2025-09-19T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.17301,1.17121,1.17564,,1.64,,tp1,1.17564,1.461,1.64,0.0,365.25,True,,1.889,-0.078,1,1,-1,73,premium,0.0,,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-09-15T06:00:00+00:00,BOS,BOS,True,True,False,,,,,False,7,bullish,with_trend,2025-09-18T06:00:00+00:00,1,2025-09-15T12:00:00+00:00,LONG,counter,61.1,3,marginal,2.62,1.03,1.03,fresh,Asia,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0022,EURUSD,2025-09-18T07:00:00+00:00,,,London,bullish,BOS BOS,50pct,1.17231,1.17121,1.17564,,3.7,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,73,premium,0.0,,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-09-15T06:00:00+00:00,BOS,BOS,True,True,False,,,,,False,7,bullish,with_trend,2025-09-18T06:00:00+00:00,1,2025-09-15T12:00:00+00:00,LONG,counter,55.0,3,marginal,2.62,1.03,1.03,fresh,Asia,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0023,EURUSD,2025-09-19T12:00:00+00:00,2025-09-19T13:00:00+00:00,2025-09-19T18:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.17584,1.17697,1.17348,1.17217,2.54,3.95,friday_flat,1.17511,0.646,2.54,0.0,161.5,True,,2.0,-0.876,5,8,-1,2,discount,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-09-19T10:00:00+00:00,BOS,Confirm,False,True,False,,,,,False,12,bearish,with_trend,2025-09-19T11:00:00+00:00,1,2025-09-19T11:00:00+00:00,SHORT,counter,20.5,1,solid,0.95,1.74,1.74,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0024,EURUSD,2025-09-19T12:00:00+00:00,2025-09-19T13:00:00+00:00,2025-09-19T18:00:00+00:00,London,bearish,Confirmation BOS,50pct,1.1762,1.17697,1.17348,1.17217,4.772,7.07,friday_flat,1.17511,1.416,4.772,0.0,354.0,True,,3.403,-0.818,5,8,-1,2,discount,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-09-19T10:00:00+00:00,BOS,Confirm,False,True,False,,,,,False,12,bearish,with_trend,2025-09-19T11:00:00+00:00,1,2025-09-19T11:00:00+00:00,SHORT,counter,23.6,1,solid,0.95,1.74,1.74,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0025,EURUSD,2025-09-24T04:00:00+00:00,2025-09-24T08:00:00+00:00,2025-09-24T10:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.17775,1.17587,1.18127,1.18188,2.1,2.46,sl,1.17587,-1.0,-1.0,-1.0,-250.0,True,,0.601,-1.415,2,-1,-1,38,discount,1.0,True,9.0,4.0,1.0,1.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-09-22T14:00:00+00:00,CHoCH,CHoCH,True,True,False,,,,,False,4,bearish,against_trend,2025-09-24T03:00:00+00:00,1,2025-09-22T16:00:00+00:00,LONG,aligned,-2.2,0,marginal,1.98,1.04,1.56,fresh,NY,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0026,EURUSD,2025-09-24T04:00:00+00:00,2025-09-24T08:00:00+00:00,2025-09-24T10:00:00+00:00,Asia,bullish,CHoCH CHoCH,50pct,1.17701,1.17587,1.18127,1.18188,4.532,5.181,sl,1.17587,-1.0,-1.0,-1.0,-250.0,True,,1.64,-1.684,2,-1,-1,38,discount,1.0,True,9.0,4.0,1.0,1.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-09-22T14:00:00+00:00,CHoCH,CHoCH,True,True,False,,,,,False,4,bearish,against_trend,2025-09-24T03:00:00+00:00,1,2025-09-22T16:00:00+00:00,LONG,aligned,-20.5,0,marginal,1.98,1.04,1.56,fresh,NY,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0027,EURUSD,2025-09-24T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.17954,1.18088,1.17572,1.17502,3.35,3.96,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-09-24T04:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,bearish,with_trend,2025-09-24T08:00:00+00:00,1,2025-09-24T08:00:00+00:00,SHORT,aligned,55.2,1,solid,1.14,1.56,1.56,no_fvg,Asia,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0028,EURUSD,2025-09-24T09:00:00+00:00,,,London,bearish,BOS BOS,50pct,1.18001,1.18088,1.17572,1.17502,6.403,7.448,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-09-24T04:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,bearish,with_trend,2025-09-24T08:00:00+00:00,1,2025-09-24T08:00:00+00:00,SHORT,aligned,64.2,1,solid,1.14,1.56,1.56,no_fvg,Asia,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0029,EURUSD,2025-09-25T05:00:00+00:00,2025-09-25T07:00:00+00:00,2025-09-25T09:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.17327,1.17223,1.17464,,1.63,,tp1,1.17464,1.317,1.63,0.0,329.25,True,,1.865,-0.183,2,2,-1,73,discount,1.0,True,5.0,4.0,1.0,0.0,0.0,0.0,"structure,sweep",False,h1_only,2025-09-22T04:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,5,bearish,against_trend,2025-09-25T04:00:00+00:00,1,2025-09-22T09:00:00+00:00,LONG,aligned,5.2,0,marginal,1.08,1.26,1.9,stale,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0030,EURUSD,2025-09-25T05:00:00+00:00,2025-09-25T12:00:00+00:00,2025-09-25T12:00:00+00:00,Asia,bullish,CHoCH CHoCH,50pct,1.17295,1.17223,1.17464,,3.25,,sl,1.17223,-1.0,-1.0,-1.0,-250.0,True,,2.278,-5.819,0,-1,-1,73,discount,1.0,True,5.0,4.0,1.0,0.0,0.0,0.0,"structure,sweep",False,h1_only,2025-09-22T04:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,5,bearish,against_trend,2025-09-25T04:00:00+00:00,1,2025-09-22T09:00:00+00:00,LONG,aligned,1.7,0,marginal,1.08,1.26,1.9,stale,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0031,EURUSD,2025-09-25T13:00:00+00:00,2025-09-29T04:00:00+00:00,2025-09-29T11:00:00+00:00,NY,bearish,BOS BOS,proximal,1.17308,1.17488,1.17059,,1.56,,sl,1.17308,0.0,-1.0,-1.0,0.0,True,,1.283,-0.15,7,-1,-1,5,premium,0.0,,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-09-25T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bearish,with_trend,2025-09-25T12:00:00+00:00,1,2025-09-25T12:00:00+00:00,SHORT,aligned,65.1,3,strong,2.38,3.06,3.06,no_fvg,London,Asia,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0032,EURUSD,2025-09-25T13:00:00+00:00,2025-09-29T12:00:00+00:00,2025-09-29T12:00:00+00:00,NY,bearish,BOS BOS,50pct,1.17378,1.17488,1.17059,,3.544,,sl,1.17488,-1.0,-1.0,-1.0,-250.0,True,,1.764,-1.218,0,-1,-1,5,premium,0.0,,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-09-25T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bearish,with_trend,2025-09-25T12:00:00+00:00,1,2025-09-25T12:00:00+00:00,SHORT,aligned,75.6,3,strong,2.38,3.06,3.06,no_fvg,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0033,EURUSD,2025-09-29T13:00:00+00:00,2025-09-29T15:00:00+00:00,2025-09-30T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.17265,1.17127,1.17464,,1.69,,sl,1.17127,-1.0,-1.0,-1.0,-250.0,True,,0.58,-1.014,9,-1,-1,4,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-09-29T09:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,against_trend,2025-09-29T12:00:00+00:00,1,2025-09-29T11:00:00+00:00,LONG,counter,76.7,0,marginal,3.07,1.06,1.59,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
