setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A1472,AUDUSD,2025-03-19T08:00:00+00:00,2025-03-19T18:00:00+00:00,2025-03-19T19:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.63558,0.63627,0.63647,0.63442,,1.68,,tp1,0.63442,1.303,1.68,0.0,325.75,True,,4.281,-0.787,,,1,1,-1,13.0,12.0,3,discount,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-19T05:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,2.46,2.42,1.61,solid,0.673,0.852,1.511,0.000728,False,,,,,False,8,bullish,against_trend,2025-03-19T07:00:00+00:00,1,2025-03-19T06:00:00+00:00,SHORT,counter,45.2,False,0,fresh,Asia,NY,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1473,AUDUSD,2025-03-20T08:00:00+00:00,2025-03-20T09:00:00+00:00,2025-03-21T15:00:00+00:00,London,bullish,BOS BOS,proximal,0.62962,0.62637,0.62617,0.63488,,1.62,,sl,0.62617,-1.0,-1.0,-1.0,-250.0,True,,0.507,-0.736,True,False,30,-1,-1,211.0,159.0,162,discount,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-03-11T14:00:00+00:00,BOS,BOS,holding,False,full,False,2,0.57,1.34,1.34,marginal,1.991,,2.343,0.001532,False,,,,,False,8,bullish,with_trend,2025-03-20T07:00:00+00:00,1,2025-03-11T18:00:00+00:00,LONG,aligned,-29.3,False,5,stale,NY,London,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1474,AUDUSD,2025-03-21T16:00:00+00:00,2025-03-21T16:00:00+00:00,2025-03-21T18:00:00+00:00,NY,bearish,Confirmation BOS,proximal,0.62708,0.62802,0.62822,0.62549,,1.69,,friday_flat,0.62749,-0.36,-1.0,-1.0,-90.0,True,,0.912,-0.754,,,2,-1,-1,2.0,1.0,2,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-21T14:00:00+00:00,BOS,Confirm,holding,False,none,False,0,0.74,1.34,1.34,marginal,0.719,,10.364,0.001029,False,,,,,False,16,bearish,with_trend,2025-03-21T15:00:00+00:00,1,2025-03-21T15:00:00+00:00,SHORT,counter,12.2,False,1,no_fvg,NY,NY,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1475,AUDUSD,2025-03-25T11:00:00+00:00,2025-03-26T00:00:00+00:00,2025-03-26T03:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,0.62902,0.62771,0.62751,0.63106,,1.56,,tp1,0.63106,1.351,1.56,0.0,337.75,True,,1.397,-0.801,,,3,3,-1,17.0,14.0,4,premium,0.0,False,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-25T07:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,2.52,2.07,1.38,marginal,1.214,1.028,0.853,0.000914,False,,,,,False,11,bearish,against_trend,2025-03-25T10:00:00+00:00,1,2025-03-25T10:00:00+00:00,LONG,counter,54.6,False,0,fresh,London,Asia,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1476,AUDUSD,2025-03-26T11:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,0.63556,0.6366,0.6368,0.63364,,1.85,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,108,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-19T23:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,1.77,1.52,1.02,marginal,0.653,0.824,0.855,0.001286,False,,,,,False,11,bearish,with_trend,2025-03-26T10:00:00+00:00,1,2025-03-20T00:00:00+00:00,SHORT,aligned,91.0,False,0,fresh,Other,London,False,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1477,AUDUSD,2025-03-28T07:00:00+00:00,2025-03-28T07:00:00+00:00,2025-03-28T13:00:00+00:00,London,bearish,BOS BOS,proximal,0.62963,0.63043,0.63063,0.62843,,1.5,,sl,0.63063,-1.0,-1.0,-1.0,-250.0,True,,1.19,-0.84,False,False,6,-1,-1,8.0,4.0,8,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-27T23:00:00+00:00,BOS,BOS,holding,False,full,False,0,1.4,1.03,1.03,marginal,0.755,,1.989,0.000794,False,,,,,False,7,bearish,with_trend,2025-03-28T06:00:00+00:00,1,2025-03-28T03:00:00+00:00,SHORT,counter,41.7,False,1,fresh,Other,London,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1478,USDCAD,2025-03-03T05:00:00+00:00,2025-03-03T07:00:00+00:00,2025-03-03T14:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.44389,1.44016,1.4399600000000001,1.45024,,1.7,,sl,1.4399600000000001,-1.0,-1.0,-1.0,-250.0,True,,0.308,-0.969,True,True,7,-1,-1,66.0,13.0,16,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-02-28T13:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.59,1.04,1.04,marginal,1.88,,6.699,0.001878,False,,,,,False,5,bullish,with_trend,2025-03-03T04:00:00+00:00,1,2025-02-28T18:00:00+00:00,LONG,counter,54.7,False,4,fresh,NY,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1479,USDCAD,2025-03-03T05:00:00+00:00,2025-03-03T19:00:00+00:00,2025-03-03T19:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.44766,1.44932,1.44952,1.44312,,2.73,,sl,1.44952,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,753.0,478.0,499,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-01-31T10:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,1,2.57,7.75,5.17,strong,0.777,,0.911,0.001878,False,,,,,False,5,bullish,against_trend,2025-03-03T04:00:00+00:00,1,2025-02-03T21:00:00+00:00,SHORT,aligned,107.1,False,0,no_fvg,London,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1480,USDCAD,2025-03-03T06:00:00+00:00,2025-03-03T07:00:00+00:00,2025-03-03T09:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.44417,1.4428,1.4426,1.44715,,2.18,,sl,1.4426,-1.0,-1.0,-1.0,-250.0,True,,0.592,-0.561,True,True,2,-1,-1,68.0,13.0,19,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-02-28T11:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.69,1.23,1.23,marginal,0.736,,7.912,0.00159,False,,,,,False,6,bullish,with_trend,2025-03-03T05:00:00+00:00,1,2025-02-28T18:00:00+00:00,LONG,counter,58.6,False,5,fresh,London,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1481,USDCAD,2025-03-04T10:00:00+00:00,2025-03-04T11:00:00+00:00,2025-03-04T16:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.44185,1.43679,1.43659,1.45024,1.45208,1.66,2.02,tp1,1.45024,1.595,1.66,2.02,398.75,True,,1.882,-0.224,,,5,5,6,20.0,16.0,19,discount,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-03T15:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,2.0,2.15,1.43,marginal,1.875,,1.304,0.002592,False,,,,,False,10,bearish,against_trend,2025-03-04T09:00:00+00:00,1,2025-03-03T19:00:00+00:00,LONG,aligned,47.8,False,0,fresh,NY,London,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1482,USDCAD,2025-03-04T11:00:00+00:00,2025-03-04T11:00:00+00:00,2025-03-04T13:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.44163,1.43955,1.4393500000000001,1.44478,,1.51,,tp1,1.44478,1.382,1.51,0.0,345.5,True,,1.89,-0.421,,,2,2,-1,21.0,16.0,21,discount,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-03T14:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,2.16,2.32,1.55,solid,0.783,,1.408,0.0024,False,,,,,False,11,bearish,against_trend,2025-03-04T10:00:00+00:00,1,2025-03-03T19:00:00+00:00,LONG,aligned,45.7,False,0,fresh,NY,London,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1483,USDCAD,2025-03-06T04:00:00+00:00,2025-03-06T04:00:00+00:00,2025-03-06T07:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.43303,1.43427,1.43447,1.43045,,2.08,,sl,1.43447,-1.0,-1.0,-1.0,-250.0,True,,0.424,-0.729,True,True,3,-1,-1,5.0,4.0,5,discount,0.0,,3.0,1.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-05T23:00:00+00:00,BOS,BOS,fading,True,partial,False,1,0.85,1.37,1.37,marginal,0.368,0.241,1.939,0.002826,False,,,,,False,4,bearish,with_trend,2025-03-06T03:00:00+00:00,1,2025-03-06T00:00:00+00:00,SHORT,counter,9.0,False,2,fresh,Other,Asia,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1484,USDCAD,2025-03-06T05:00:00+00:00,2025-03-07T16:00:00+00:00,2025-03-07T18:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.43814,1.44253,1.44273,1.43152,,1.51,,friday_flat,1.43916,-0.222,-1.0,-1.0,-55.5,True,,0.414,-0.98,,,2,-1,-1,52.0,50.0,17,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-05T12:00:00+00:00,BOS,BOS,holding,False,none,False,1,0.79,1.01,1.01,marginal,1.584,,2.74,0.002646,False,,,,,False,5,bearish,with_trend,2025-03-06T04:00:00+00:00,1,2025-03-05T14:00:00+00:00,SHORT,counter,30.8,False,2,no_fvg,London,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1485,USDCAD,2025-03-06T06:00:00+00:00,2025-03-06T15:00:00+00:00,2025-03-06T16:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.42686,1.42522,1.42502,1.43035,,2.13,,sl,1.42502,-1.0,-1.0,-1.0,-250.0,True,,4.141,-0.386,True,True,1,-1,-1,218.0,168.0,161,discount,0.0,,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-25T13:00:00+00:00,BOS,Confirm,holding,True,partial,False,0,0.64,1.39,1.39,marginal,0.627,0.875,4.369,0.002298,False,,,,,False,6,bullish,with_trend,2025-03-06T05:00:00+00:00,1,2025-02-25T15:00:00+00:00,LONG,aligned,-17.5,False,1,fresh,NY,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1486,USDCAD,2025-03-06T07:00:00+00:00,2025-03-07T16:00:00+00:00,2025-03-07T16:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.43774,1.43984,1.44004,1.43333,1.43246,2.1,2.51,sl,1.44004,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,0,-1,-1,53.0,50.0,20,discount,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-05T11:00:00+00:00,BOS,Confirm,holding,False,none,False,1,1.07,1.38,1.38,marginal,0.981,,2.98,0.001936,False,,,,,False,7,bearish,with_trend,2025-03-06T06:00:00+00:00,1,2025-03-05T14:00:00+00:00,SHORT,counter,29.1,False,1,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1487,USDCAD,2025-03-06T16:00:00+00:00,2025-03-07T13:00:00+00:00,2025-03-07T16:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.43611,1.43786,1.43806,1.43333,1.43246,1.59,2.09,sl,1.43611,0.0,-1.0,-1.0,0.0,True,,1.851,-0.795,False,False,3,-1,-1,25.0,22.0,4,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-06T12:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.87,3.53,3.53,strong,0.728,0.315,3.912,0.002129,False,,,,,False,16,bearish,with_trend,2025-03-06T15:00:00+00:00,1,2025-03-06T15:00:00+00:00,SHORT,aligned,86.5,False,1,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1488,USDCAD,2025-03-07T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.43051,1.42776,1.42756,1.43571,,1.89,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,6,discount,1.0,True,10.0,4.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-03-07T08:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,True,0,1.07,1.97,1.31,marginal,1.479,0.609,2.024,0.001724,False,,,,,False,14,bearish,against_trend,2025-03-07T13:00:00+00:00,1,2025-03-07T12:00:00+00:00,LONG,aligned,48.3,False,0,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1489,USDCAD,2025-03-10T18:00:00+00:00,2025-03-11T14:00:00+00:00,2025-03-11T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.44897,1.45195,1.45215,1.44312,,1.96,,sl,1.44897,0.0,1.96,2.852,0.0,True,,2.503,-0.981,True,True,3,4,-1,166.0,113.0,98,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-04T16:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.24,5.17,3.45,strong,1.627,1.516,1.656,0.001709,False,,,,,False,18,bearish,with_trend,2025-03-10T17:00:00+00:00,1,2025-03-04T21:00:00+00:00,SHORT,aligned,187.9,False,0,fresh,NY,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1490,USDCAD,2025-03-11T15:00:00+00:00,2025-03-11T18:00:00+00:00,2025-03-11T18:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.44136,1.4397,1.4395,1.44468,,2.0,,sl,1.4395,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,7.0,4.0,4,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-11T11:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,2.74,4.19,2.8,strong,0.579,,0.865,0.00252,False,,,,,False,15,bearish,against_trend,2025-03-11T14:00:00+00:00,1,2025-03-11T14:00:00+00:00,LONG,aligned,15.9,False,0,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1491,USDCAD,2025-03-13T07:00:00+00:00,2025-03-13T17:00:00+00:00,2025-03-13T17:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.44322,1.44459,1.44479,1.44067,,1.86,,sl,1.44479,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,32.0,23.0,22,discount,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-12T09:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,2.19,1.63,1.09,marginal,0.844,0.62,1.392,0.001386,False,,,,,False,7,bullish,against_trend,2025-03-13T06:00:00+00:00,1,2025-03-12T18:00:00+00:00,SHORT,counter,47.0,False,0,fresh,London,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1492,USDCAD,2025-03-13T08:00:00+00:00,2025-03-13T09:00:00+00:00,2025-03-13T12:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.43703,1.43558,1.43538,1.44002,,2.06,,sl,1.43703,0.0,2.06,0.0,0.0,True,,1.327,-0.206,True,True,3,3,-1,74.0,64.0,73,discount,0.0,,6.0,4.0,1.0,0.0,0.0,1.0,"structure,sweep",True,h1_only,2025-03-10T07:00:00+00:00,BOS,Confirm,holding,False,full,True,2,1.54,1.36,1.36,marginal,0.982,,11.242,0.001273,False,,,,,False,8,bullish,with_trend,2025-03-13T07:00:00+00:00,1,2025-03-10T17:00:00+00:00,LONG,aligned,10.0,False,1,stale,London,London,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1493,USDCAD,2025-03-13T17:00:00+00:00,2025-03-14T13:00:00+00:00,2025-03-14T16:00:00+00:00,NY,bullish,BOS BOS,proximal,1.44034,1.4378,1.4376,1.44468,,1.71,,sl,1.4376,-1.0,-1.0,-1.0,-250.0,True,,0.358,-0.978,False,False,3,-1,-1,23.0,21.0,3,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-13T14:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.91,1.21,1.21,marginal,1.261,,2.026,0.001856,False,,,,,False,17,bullish,with_trend,2025-03-13T16:00:00+00:00,1,2025-03-13T16:00:00+00:00,LONG,counter,69.4,False,3,no_fvg,NY,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1494,USDCAD,2025-03-17T14:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.43724,1.43818,1.43838,1.43552,,1.83,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,9,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-17T05:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.23,1.94,1.94,solid,0.585,0.142,6.036,0.001266,False,,,,,False,14,bearish,with_trend,2025-03-17T13:00:00+00:00,1,2025-03-17T12:00:00+00:00,SHORT,counter,45.9,False,1,fresh,Asia,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1495,USDCAD,2025-03-20T06:00:00+00:00,2025-03-20T16:00:00+00:00,2025-03-21T12:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.43256,1.43075,1.43055,1.43571,,1.74,,tp1,1.43571,1.567,1.74,0.0,391.75,True,,1.607,-0.657,,,20,20,-1,27.0,23.0,17,premium,0.0,False,6.0,3.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2025-03-19T13:00:00+00:00,CHoCH,CHoCH,holding,False,none,True,1,1.87,1.71,1.14,marginal,1.141,,1.077,0.001411,False,,,,,False,6,bearish,against_trend,2025-03-20T05:00:00+00:00,1,2025-03-19T17:00:00+00:00,LONG,counter,72.3,False,0,no_fvg,NY,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1496,USDCAD,2025-03-20T09:00:00+00:00,2025-03-20T15:00:00+00:00,2025-03-20T19:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.433,1.43183,1.43163,1.43492,,1.64,,sl,1.43163,-1.0,-1.0,-1.0,-250.0,True,,2.161,-0.876,False,False,4,-1,-1,12.0,8.0,6,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-03-20T03:00:00+00:00,BOS,Confirm,holding,True,pristine,True,0,0.45,1.04,1.04,marginal,0.774,0.104,3.438,0.001254,False,,,,,False,9,bullish,with_trend,2025-03-20T08:00:00+00:00,1,2025-03-20T07:00:00+00:00,LONG,counter,72.2,False,1,fresh,Asia,NY,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1497,USDCAD,2025-03-21T13:00:00+00:00,2025-03-21T15:00:00+00:00,2025-03-21T17:00:00+00:00,NY,bullish,BOS BOS,proximal,1.43391,1.43252,1.43232,1.43631,,1.73,,sl,1.43391,0.0,-1.0,-1.0,0.0,True,,1.723,-0.138,True,False,2,-1,-1,5.0,3.0,3,discount,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-03-21T10:00:00+00:00,BOS,BOS,holding,False,none,True,0,1.05,1.56,1.56,solid,0.911,,2.289,0.001306,False,,,,,False,13,bullish,with_trend,2025-03-21T12:00:00+00:00,1,2025-03-21T12:00:00+00:00,LONG,aligned,29.9,False,2,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1498,USDCAD,2025-03-24T15:00:00+00:00,2025-03-24T17:00:00+00:00,2025-03-25T10:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.4326,1.43486,1.43506,1.42921,,1.5,,tp1,1.42921,1.378,1.5,1.528,344.5,True,,1.528,-0.28,,,17,17,-1,5.0,3.0,3,discount,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-24T12:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.77,1.59,1.06,marginal,1.443,,1.289,0.001427,False,,,,,False,15,bullish,against_trend,2025-03-24T14:00:00+00:00,1,2025-03-24T14:00:00+00:00,SHORT,counter,37.8,False,0,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1499,USDCAD,2025-03-26T10:00:00+00:00,2025-03-26T12:00:00+00:00,2025-03-26T13:00:00+00:00,London,bearish,BOS BOS,proximal,1.427,1.42783,1.42803,1.42556,,1.73,,tp1,1.42556,1.398,1.73,0.0,349.5,True,,2.835,-0.223,,,1,1,-1,9.0,6.0,7,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-26T03:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.74,1.05,1.05,marginal,0.536,0.306,2.211,0.001176,False,,,,,False,10,bearish,with_trend,2025-03-26T09:00:00+00:00,1,2025-03-26T06:00:00+00:00,SHORT,counter,27.1,False,2,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1500,USDCAD,2025-03-26T14:00:00+00:00,2025-03-26T14:00:00+00:00,2025-03-26T17:00:00+00:00,NY,bearish,BOS BOS,proximal,1.42517,1.42743,1.42763,1.42107,,1.81,,sl,1.42763,-1.0,-1.0,-1.0,-250.0,True,,0.683,-0.797,False,False,3,-1,-1,2.0,1.0,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-26T12:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.48,1.19,1.19,marginal,1.447,,1.826,0.001424,False,,,,,False,14,bearish,with_trend,2025-03-26T13:00:00+00:00,1,2025-03-26T13:00:00+00:00,SHORT,counter,11.8,False,2,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1501,USDCAD,2025-03-26T18:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.42248,1.42049,1.42029,1.42743,,2.49,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,528,discount,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-24T18:00:00+00:00,BOS,Confirm,holding,True,partial,False,0,1.08,2.05,2.05,solid,1.056,1.316,3.864,0.001695,False,,,,,False,18,bearish,against_trend,2025-03-26T17:00:00+00:00,1,2025-02-24T20:00:00+00:00,LONG,aligned,-10.3,False,1,fresh,NY,NY,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
