setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp_2r,exit_reason,exit_price,r_realised,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_2r,sl_swept_then_1r,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_2r_touch,bars_sl_to_1r_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,mfe_intrade_r,sl_bar_best_favor_r,sl_bar_reached_1r_ambiguous,ob_penetration_depth,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B7240,EURUSD,2008-01-24T16:00:00+00:00,2008-01-28T14:00:00+00:00,2008-01-30T15:00:00+00:00,NY,bearish,BOS BOS,proximal,1.4786,1.4835,1.4687999999999997,timeout,1.4785,0.02,5.0,False,unresolved:timeout,1.0,-0.633,0.02,,,,,,,,,1.369,2.111,4.222,49,25.0,44.0,288.0,189.0,145,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-01-16T14:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,2.08,3.04,3.04,strong,,1.313,2.766,5.393,0.003579,0.002486,0.298,0,36.51,False,,,,,False,16,bullish,counter_trend,False,False,,1.4593,False,False,True,INSIDE,intact,intact,intact,intact,,0.224,,PW,True,,,,,3.521,3.0,True,,,6.0,high,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.056,bare,False,,False,none,none,none,False,2008-01-24T15:00:00+00:00,4,2008-01-16T15:00:00+00:00,SHORT,0.0,,,0.0,counter,45.1,False,3,,,fresh,NY,NY,True,True,Both,1.0,,,0.5934,1.4921,1.4589,premium,mixed,0.643,0.529,0.616,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,New Home Sales,USD,1.0,New Home Sales
B7241,EURUSD,2008-01-25T16:00:00+00:00,,,NY,bullish,Range BOS,proximal,1.4621,1.4589,1.4684999999999997,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.882,1.221,2.441,0,,,,,33,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-01-24T07:00:00+00:00,BOS,Range,0,holding,True,pristine,False,0,0.32,1.49,1.49,marginal,,1.765,0.235,9.235,0.0017,,0.933,1,53.091,False,,,,,False,16,bearish,ambiguous,False,True,bullish,1.4778,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.118,PW,False,,False,none,none,none,False,2008-01-25T15:00:00+00:00,2,2008-01-24T10:00:00+00:00,LONG,0.0,,,,counter,82.8,False,1,,,fresh,London,NY,True,False,never_filled,0.814,,,0.0964,1.4921,1.4589,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7242,EURUSD,2008-01-28T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.4683,1.4669,1.4710999999999996,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.598,0.598,1.195,0,,,,,10,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-01-28T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.2,1.49,1.49,marginal,,0.512,,3.116,0.002343,,0.25,0,48.155,False,,,,,False,14,bullish,with_trend,True,False,,1.4756,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.341,PD,False,,False,sweep,asia,low,True,2008-01-28T13:00:00+00:00,1,2008-01-28T08:00:00+00:00,LONG,0.0,,,,aligned,18.8,False,2,,,no_fvg,Asia,NY,False,False,never_filled,0.615,,,0.77,1.4778,1.4365,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7243,EURUSD,2008-01-31T16:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.4727,1.4713,1.4754999999999996,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.496,0.439,0.879,0,,,,,76,discount,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-01-28T12:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.14,1.57,1.57,solid,,0.425,0.284,2.516,0.002821,,0.25,0,56.716,False,,,,,False,16,bullish,counter_trend,True,True,bearish,1.4798,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2008-01-31T15:00:00+00:00,1,2008-01-28T14:00:00+00:00,LONG,0.0,,,,aligned,-17.8,False,1,,,fresh,London,NY,True,False,never_filled,1.0,,,0.8765,1.4778,1.4365,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7244,EURUSD,2008-01-31T16:00:00+00:00,2008-01-31T19:00:00+00:00,2008-02-01T07:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.4856,1.4883,1.4802000000000002,sl,1.4883,-1.0,-250.0,True,,2.593,-0.815,-0.386,True,False,False,0.157,2.072,,,True,0.848,0.848,1.695,12,20.0,14.0,8.0,4.0,5,premium,1.0,True,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2008-01-31T11:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,True,0,0.36,1.15,0.77,marginal,False,0.785,0.126,1.632,0.003186,0.003357,0.52,0,56.716,False,,,,,False,16,bullish,ambiguous,False,True,bearish,1.4804,False,False,False,SWEPT_HIGH,swept,intact,broken,intact,,3.202,,PD,True,12.0,PD,,,3.202,2.0,True,,,2.0,low,0.0,2.0,True,2,12.0,"eq,sw,pd,pw",True,0.22,9730.942,3.202,True,False,,,,,,False,,,,,True,0.22,9730.942,3.202,True,False,,,False,,False,none,none,none,False,2008-01-31T15:00:00+00:00,1,2008-01-31T15:00:00+00:00,SHORT,0.481,0.148,False,0.84,aligned,64.2,False,0,,,fresh,London,NY,False,False,Neither,0.971,A+ Reversal at the Wall,premium,1.1889,1.4778,1.4365,premium,both_premium,1.381,0.561,0.214,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7245,EURUSD,2008-02-01T15:00:00+00:00,2008-02-05T08:00:00+00:00,2008-02-05T09:00:00+00:00,NY,bullish,BOS BOS,proximal,1.4783,1.4764,1.4821,sl,1.4764,-1.0,-250.0,True,,0.0,-0.0,,False,,,6.43,,,,,1.97,0.745,1.49,1,0.0,0.0,145.0,95.0,56,premium,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2008-01-30T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,2,0.1,1.03,1.03,marginal,,1.763,,3.526,0.000964,0.001193,0.529,0,41.819,False,,,,,False,15,bullish,counter_trend,False,True,bearish,1.4817,False,False,False,INSIDE,intact,intact,intact,intact,0.933,12.652,PD,PW,True,,,,,,,,,,15.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.0,bare,False,,False,sweep,asia,high,True,2008-02-01T14:00:00+00:00,2,2008-01-30T08:00:00+00:00,LONG,0.0,-1.0,False,0.0,counter,75.4,False,1,1.79,0.4248,no_fvg,London,London,True,True,Both,1.0,,,1.0121,1.4778,1.4365,premium,both_premium,1.037,0.242,0.444,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7246,EURUSD,2008-02-01T16:00:00+00:00,2008-02-05T09:00:00+00:00,2008-02-05T09:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.4727,1.4713,1.4754999999999996,sl,1.4713,-1.0,-250.0,True,,0.0,-0.0,,True,False,False,0.39,4.324,,,False,0.496,0.489,0.978,0,0.0,0.0,189.0,138.0,100,discount,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-01-28T12:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.14,1.57,1.57,solid,,0.425,0.284,2.516,0.002821,0.001571,0.25,0,36.468,False,,,,,False,16,bullish,counter_trend,True,True,bearish,1.4798,False,False,False,INSIDE,intact,intact,intact,intact,2.304,2.339,PD,PW,True,,,4.253,2.0,2.375,3.0,False,1.878,False,0.0,high,1.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2008-02-01T15:00:00+00:00,2,2008-01-28T14:00:00+00:00,LONG,0.0,2.643,True,0.0,aligned,-17.8,False,1,3.76,0.5001,fresh,London,London,True,True,Both,1.0,,,0.8765,1.4778,1.4365,premium,mixed,1.772,0.438,0.925,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7247,EURUSD,2008-02-04T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.4872,1.4885,1.4846000000000004,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.781,0.781,1.562,0,,,,,21,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-01T10:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.25,3.8,2.53,strong,True,0.661,2.343,5.167,0.001664,,0.636,2,44.407,False,,,,,False,8,bullish,ambiguous,False,True,bearish,1.4786,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,break,asia,high,True,2008-02-04T07:00:00+00:00,1,2008-02-01T14:00:00+00:00,SHORT,0.0,,,,aligned,51.0,False,0,,,fresh,London,London,False,False,never_filled,0.433,,,0.7326,1.4949,1.4661,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7248,EURUSD,2008-02-04T15:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.488,1.4951,1.4737999999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,2.016,3.751,7.502,0,,,,,25,premium,1.0,True,9.0,4.0,1.0,1.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-01T13:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,True,0,0.11,1.71,1.14,marginal,True,1.959,1.108,2.669,0.003521,,0.246,0,59.082,False,,,,,False,15,bullish,ambiguous,False,True,bearish,1.4786,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,5,,"eq,sw",True,0.256,0.174,2.101,True,True,0.369,1.333,1.533,False,2.0,False,,,,,False,,,,,True,-0.057,bare,True,-0.028,True,break,asia,high,True,2008-02-04T14:00:00+00:00,2,2008-02-01T14:00:00+00:00,SHORT,0.0,,,,aligned,64.6,False,0,,,fresh,NY,NY,True,False,never_filled,1.0,A+ Reversal at the Wall,premium,0.7604,1.4949,1.4661,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7249,EURUSD,2008-02-05T09:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.481,1.4819,1.4792000000000003,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.754,0.754,1.509,0,,,,,7,discount,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-05T02:00:00+00:00,BOS,Confirm,0,holding,True,pristine,True,0,1.27,2.74,2.74,strong,,0.587,0.251,3.772,0.001193,,0.286,2,28.473,False,,,,,False,9,bearish,with_trend,False,False,,1.4765,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,3,,"eq,sw",True,0.754,0.174,11.066,True,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,low,True,2008-02-05T08:00:00+00:00,1,2008-02-05T08:00:00+00:00,SHORT,0.0,,,,counter,24.5,False,1,,,fresh,Asia,London,False,False,never_filled,0.925,,,0.5174,1.4949,1.4661,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7250,EURUSD,2008-02-05T10:00:00+00:00,2008-02-05T10:00:00+00:00,2008-02-05T11:00:00+00:00,London,bullish,BOS BOS,proximal,1.4683,1.4669,1.4710999999999996,sl,1.4669,-1.0,-250.0,True,,0.0,-0.0,,True,False,False,0.128,3.329,,,True,0.598,0.891,1.782,1,0.0,0.0,198.0,145.0,149,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-01-28T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.2,1.49,1.49,marginal,,0.512,,4.909,0.002343,0.001843,0.25,0,16.972,False,,,,,False,10,bearish,counter_trend,False,False,,1.4798,False,False,False,EXPANSION_DOWN,intact,broken,intact,intact,7.0,0.939,PD,PW,False,,,,,0.982,3.0,False,0.384,True,1.0,high,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.341,PD,False,,False,break,asia,low,True,2008-02-05T09:00:00+00:00,2,2008-01-28T08:00:00+00:00,LONG,0.0,0.571,False,0.0,aligned,18.8,False,2,14.11,0.6592,no_fvg,Asia,London,False,False,Neither,0.753,,,0.0764,1.4949,1.4661,discount,both_discount,4.012,0.583,0.959,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7251,EURUSD,2008-02-05T12:00:00+00:00,2008-02-05T16:00:00+00:00,2008-02-07T12:00:00+00:00,London,bullish,Range BOS,proximal,1.4621,1.4589,1.4684999999999997,sl,1.4589,-1.0,-250.0,True,,1.531,-0.938,-0.653,False,,,2.353,,,,,1.882,1.623,3.246,44,23.0,16.0,297.0,196.0,195,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-01-24T07:00:00+00:00,BOS,Range,0,holding,True,pristine,False,0,0.32,1.49,1.49,marginal,,1.765,0.235,,0.0017,0.003121,0.933,1,19.257,False,,,,,False,12,bearish,counter_trend,False,False,,,True,True,False,EXPANSION_DOWN,intact,broken,intact,broken,13.294,,PD,,True,2.0,PW,,,,,,,,2.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.118,bare,False,,,break,asia,low,True,2008-02-05T11:00:00+00:00,3,2008-01-24T10:00:00+00:00,LONG,1.531,0.313,False,1.0,counter,82.8,False,1,80.04,1.2346,fresh,London,NY,True,True,Both,,,,-0.1389,1.4949,1.4661,discount,mixed,2.176,0.327,0.757,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Services PMI,USD,0.0,
B7252,EURUSD,2008-02-07T13:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.4612,1.4653,1.453,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.799,1.799,3.599,0,,,,,4,premium,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2008-02-07T09:00:00+00:00,BOS,BOS,0,holding,False,none,True,0,1.39,2.28,2.28,solid,,1.712,,2.765,0.002279,,0.564,0,45.586,False,,,,,False,13,bearish,with_trend,True,False,,1.4549,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,1,,"eq,sw",True,0.439,0.583,4.871,False,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2008-02-07T12:00:00+00:00,1,2008-02-07T12:00:00+00:00,SHORT,0.0,,,,aligned,52.1,False,2,,,no_fvg,London,NY,True,False,never_filled,1.0,,,-0.1701,1.4949,1.4661,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7253,EURUSD,2008-02-08T13:00:00+00:00,2008-02-08T14:00:00+00:00,2008-02-08T18:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.4485,1.4462,1.4530999999999998,friday_flat,1.4504,0.826,206.5,True,,1.652,-0.391,0.5,,,,,,,,,1.081,1.081,2.161,4,2.0,1.0,3.0,2.0,2,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-02-08T11:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.5,1.4,0.93,marginal,False,0.987,,1.503,0.002129,0.002236,0.381,0,57.719,False,,,,,False,13,bearish,ambiguous,False,True,bullish,1.4517,False,False,False,INSIDE,intact,intact,intact,broken,7.799,2.208,PD,PD,False,72.0,PW,,,,,,,,0.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2008-02-08T12:00:00+00:00,1,2008-02-08T12:00:00+00:00,LONG,0.0,,,0.0,aligned,20.3,False,0,45.75,0.9259,no_fvg,London,NY,False,True,Fill only,,,,-0.6111,1.4949,1.4661,discount,both_discount,-0.094,0.537,0.119,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7254,EURUSD,2008-02-12T07:00:00+00:00,2008-02-12T08:00:00+00:00,2008-02-12T08:00:00+00:00,London,bullish,BOS BOS,proximal,1.4518,1.4507,1.4539999999999995,sl,1.4507,-1.0,-250.0,True,,10.364,-0.273,-0.096,False,,,0.464,,,,,0.73,0.73,1.46,0,48.0,3.0,5.0,2.0,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-12T03:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,1.13,1.46,1.46,marginal,,0.597,0.332,1.991,0.001507,0.00165,0.667,0,44.536,False,,,,,False,7,bullish,with_trend,True,False,,1.4548,False,False,False,INSIDE,intact,intact,intact,intact,3.848,2.455,PD,PD,False,,,,,,,,,,0.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2008-02-12T06:00:00+00:00,1,2008-02-12T06:00:00+00:00,LONG,0.0,1.909,True,0.0,aligned,38.9,False,2,10.34,0.6325,fresh,Asia,London,False,True,Fill only,1.0,,,0.1956,1.4847,1.4438,discount,both_discount,-1.791,0.474,0.585,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7255,EURUSD,2008-02-14T08:00:00+00:00,2008-02-14T08:00:00+00:00,2008-02-14T08:00:00+00:00,London,bearish,BOS BOS,proximal,1.4615,1.4621,1.4603000000000002,sl,1.4621,-1.0,-250.0,True,,7.0,-0.0,-0.143,False,,,0.928,,,,,0.506,0.424,0.848,0,6.0,0.0,171.0,115.0,122,premium,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2008-02-07T05:00:00+00:00,BOS,BOS,0,holding,True,partial,True,0,3.37,5.53,5.53,strong,,0.337,3.205,14.928,0.001186,0.001507,0.5,3,37.156,False,,,,,False,8,bullish,counter_trend,False,False,,1.4438,False,False,False,INSIDE,intact,intact,intact,intact,19.566,1.518,PW,PD,True,,,,,10.036,2.0,True,,,0.0,low,0.0,1.0,True,1,135.0,"eq,sw,pd,pw",True,0.843,0.583,9.361,False,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2008-02-14T07:00:00+00:00,1,2008-02-07T12:00:00+00:00,SHORT,0.0,1.667,True,0.0,aligned,101.2,False,1,7.59,0.6011,fresh,Asia,London,False,True,Fill only,0.54,,,0.4328,1.4847,1.4438,discount,mixed,3.373,0.566,0.843,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German Prelim GDP q/q,EUR,0.0,
B7256,EURUSD,2008-02-14T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.4571,1.4562,1.4589000000000003,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.636,0.636,1.273,0,,,,,3,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-02-14T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.39,2.52,2.52,strong,,0.495,,2.899,0.001414,,0.286,0,37.156,False,,,,,False,8,bullish,with_trend,True,False,,1.4612,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2008-02-14T07:00:00+00:00,1,2008-02-14T07:00:00+00:00,LONG,0.0,,,,aligned,48.2,False,1,,,no_fvg,Asia,London,False,False,never_filled,1.0,,,0.3252,1.4847,1.4438,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7257,EURUSD,2008-02-14T17:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.46,1.4571,1.4657999999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.265,1.265,2.53,0,,,,,3,premium,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-02-14T14:00:00+00:00,BOS,BOS,0,fading,True,pristine,False,0,0.13,0.6,0.6,marginal,,1.178,0.741,2.093,0.002293,,0.333,0,46.024,False,,,,,False,17,bullish,with_trend,False,False,,1.4648,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.436,bare,False,,False,sweep,london,high,True,2008-02-14T16:00:00+00:00,1,2008-02-14T16:00:00+00:00,LONG,0.0,,,,counter,59.0,False,2,,,fresh,NY,NY,True,False,never_filled,1.0,Caution: Late-Trend Chase,caution,0.3961,1.4847,1.4438,discount,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7258,EURUSD,2008-02-18T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.46,1.4571,1.4657999999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.265,2.115,4.229,0,,,,,42,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-02-14T14:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.13,0.6,0.6,marginal,,1.178,0.741,2.093,0.002293,,0.333,0,35.052,False,,,,,False,9,bullish,counter_trend,False,True,bearish,1.4648,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.087,bare,False,,False,sweep,asia,low,True,2008-02-18T08:00:00+00:00,3,2008-02-14T16:00:00+00:00,LONG,0.0,,,,counter,59.0,False,2,,,fresh,NY,London,True,False,never_filled,0.6,,,0.5265,1.4707,1.4481,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
