setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp_2r,exit_reason,exit_price,r_realised,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_2r,sl_swept_then_1r,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_2r_touch,bars_sl_to_1r_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,mfe_intrade_r,sl_bar_best_favor_r,sl_bar_reached_1r_ambiguous,ob_penetration_depth,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B7659,EURUSD,2009-04-14T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.33258,1.33485,1.32804,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.843,0.843,1.685,0,,,,,3,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2009-04-14T04:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.24,1.45,0.97,marginal,False,0.768,,1.121,0.002694,,0.845,0,51.905,False,,,,,False,7,bullish,ambiguous,False,True,bearish,1.32956,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2009-04-14T06:00:00+00:00,1,2009-04-14T06:00:00+00:00,SHORT,0.0,,,,aligned,75.3,False,0,,,no_fvg,Asia,London,False,False,never_filled,1.0,,,0.4813,1.35806,1.30894,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7660,EURUSD,2009-04-14T13:00:00+00:00,2009-04-15T12:00:00+00:00,2009-04-15T16:00:00+00:00,NY,bullish,BOS BOS,proximal,1.31561,1.31238,1.3220699999999996,tp,1.3220699999999996,2.0,500.0,True,,3.452,-0.932,0.579,,,,,,,,,1.838,0.958,1.917,4,12.0,29.0,60.0,54.0,37,premium,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2009-04-13T00:00:00+00:00,BOS,BOS,0,holding,True,partial,True,0,0.36,1.39,1.39,marginal,,1.724,1.121,3.415,0.001757,0.003488,0.294,0,41.769,False,,,,,False,13,bullish,counter_trend,False,True,bearish,1.32161,False,True,False,SWEPT_LOW,intact,swept,intact,intact,12.731,3.796,PD,PW,False,3.0,PD,,,1.724,2.0,False,-0.114,False,18.0,high,0.0,1.0,True,1,59.0,"eq,sw,pd,pw",True,0.023,1.989,4.302,False,False,,,,,,False,,,,,False,,,,,True,0.114,bare,False,,False,break,asia,low,True,2009-04-14T12:00:00+00:00,2,2009-04-13T06:00:00+00:00,LONG,2.486,,,0.33,counter,59.3,False,2,23.24,0.8141,fresh,Asia,NY,False,True,Fill only,1.0,,,0.1358,1.35806,1.30894,discount,mixed,3.836,0.46,0.354,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Core CPI m/m,USD,1.0,Core CPI m/m
B7661,EURUSD,2009-04-15T07:00:00+00:00,2009-04-15T07:00:00+00:00,2009-04-15T09:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.32302,1.32644,1.31618,sl,1.32644,-1.0,-250.0,True,,4.784,-0.991,-0.209,True,False,False,0.015,1.189,,,True,1.316,1.316,2.633,2,45.0,18.0,3.0,1.0,3,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2009-04-15T04:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.47,1.38,1.38,marginal,,1.239,,0.831,0.002598,0.002516,0.298,0,58.406,False,,,,,False,7,bearish,with_trend,False,False,,1.32086,False,False,True,SWEPT_LOW,intact,swept,intact,intact,5.759,5.42,PD,PW,True,5.0,PD,,,4.019,2.0,True,,,13.0,high,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2009-04-15T06:00:00+00:00,1,2009-04-15T06:00:00+00:00,SHORT,0.664,-0.31,False,0.9161,counter,11.8,False,1,3.74,0.6268,no_fvg,Asia,London,False,True,Fill only,1.0,,,0.2866,1.35806,1.30894,discount,both_discount,-1.162,0.484,0.471,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7662,EURUSD,2009-04-15T09:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.33258,1.33485,1.32804,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.843,0.83,1.66,0,,,,,29,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2009-04-14T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.24,1.45,0.97,marginal,False,0.768,0.954,3.731,0.002694,,0.845,0,61.868,False,,,,,False,9,bearish,with_trend,True,False,,1.32253,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2009-04-15T08:00:00+00:00,2,2009-04-14T06:00:00+00:00,SHORT,0.0,,,,aligned,75.3,False,0,,,fresh,Asia,London,False,False,never_filled,0.714,,,0.4813,1.35806,1.30894,discount,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7663,EURUSD,2009-04-15T17:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.33258,1.33485,1.32804,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.843,0.597,1.194,0,,,,,37,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2009-04-14T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.24,1.45,0.97,marginal,False,0.768,0.954,3.731,0.002694,,0.845,0,50.872,False,,,,,False,17,bearish,with_trend,True,False,,1.32253,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2009-04-15T16:00:00+00:00,3,2009-04-14T06:00:00+00:00,SHORT,0.0,,,,aligned,75.3,False,0,,,fresh,Asia,NY,False,False,never_filled,0.714,,,0.4813,1.35806,1.30894,discount,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7664,EURUSD,2009-04-20T09:00:00+00:00,,,London,bearish,Range BOS,proximal,1.30012,1.30196,1.2964399999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.681,0.681,1.363,0,,,,,5,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2009-04-20T04:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.19,0.87,0.87,marginal,,0.607,,1.603,0.002701,,0.884,0,52.926,False,,,,,False,9,bearish,with_trend,False,False,,1.29579,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.074,bare,False,,False,break,asia,low,True,2009-04-20T08:00:00+00:00,1,2009-04-20T08:00:00+00:00,SHORT,0.0,,,,counter,10.0,False,1,,,no_fvg,Asia,London,False,False,never_filled,1.0,,,-0.0414,1.33915,1.30167,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7665,EURUSD,2009-04-21T05:00:00+00:00,2009-04-21T06:00:00+00:00,2009-04-22T07:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.29336,1.28967,1.30074,sl,1.28967,-1.0,-250.0,True,,3.152,-0.827,-0.317,True,True,True,0.552,0.0,6.0,6.0,True,1.657,1.657,3.314,25,48.0,1.0,7.0,2.0,6,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2009-04-20T23:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.27,0.42,0.28,marginal,False,1.567,,0.611,0.002227,0.002195,0.653,0,57.228,False,,,,,False,5,bearish,ambiguous,False,True,bullish,1.29472,False,False,False,INSIDE,intact,intact,intact,broken,5.141,2.007,PD,PD,False,,,,,,,,,,50.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.0,bare,True,0.458,False,sweep,asia,high,True,2009-04-21T04:00:00+00:00,1,2009-04-21T04:00:00+00:00,LONG,1.621,-0.187,False,0.8739,aligned,8.9,False,0,1.44,0.5052,no_fvg,Asia,London,False,True,Fill only,1.0,,,-0.2217,1.33915,1.30167,discount,both_discount,-0.696,0.441,1.0,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,German ZEW Economic Sentiment
B7666,EURUSD,2009-04-21T16:00:00+00:00,2009-04-23T09:00:00+00:00,2009-04-23T13:00:00+00:00,NY,bearish,BOS BOS,proximal,1.30646,1.30945,1.30048,tp,1.30048,2.0,500.0,True,,2.06,-0.712,0.971,,,,,,,,,0.941,0.926,1.852,4,5.0,2.0,144.0,94.0,54,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2009-04-17T09:00:00+00:00,BOS,BOS,0,holding,False,none,False,1,0.01,0.69,0.69,marginal,,0.878,,3.101,0.003176,0.00217,0.692,0,60.184,False,,,,,False,16,bearish,counter_trend,False,True,bullish,1.29661,False,False,True,SWEPT_HIGH,swept,intact,intact,swept,10.291,5.673,PW,PD,True,0.0,PW,,,,,,,,6.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,london,high,True,2009-04-21T15:00:00+00:00,2,2009-04-17T10:00:00+00:00,SHORT,2.047,,,0.7634,counter,3.3,False,2,1.84,0.5549,no_fvg,London,London,False,False,Neither,0.535,,,0.1278,1.33915,1.30167,discount,both_discount,0.504,0.531,0.607,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Unemployment Claims
B7667,EURUSD,2009-04-22T12:00:00+00:00,2009-04-22T13:00:00+00:00,2009-04-22T14:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.29329,1.29085,1.29817,tp,1.29817,2.0,500.0,True,,14.939,-0.0,0.134,,,,,,,,,0.977,0.977,1.954,1,48.0,0.0,5.0,2.0,4,discount,1.0,True,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2009-04-22T08:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,True,0,0.34,0.61,0.41,marginal,False,0.897,,1.341,0.002498,0.002989,0.241,1,55.511,False,,,,,False,12,bearish,ambiguous,False,True,bullish,1.29664,False,False,False,SWEPT_LOW,intact,swept,intact,broken,2.422,,PD,,True,5.0,PD,2.422,2.0,,,True,,,5.0,low,1.0,0.0,True,7,5.0,"eq,sw,pd,pw",True,0.18,2.853,3.103,False,True,0.492,2.853,2.79,True,2.0,False,,,,,True,0.492,2.853,2.79,True,False,,,True,0.468,False,sweep,asia,low,True,2009-04-22T11:00:00+00:00,1,2009-04-22T11:00:00+00:00,LONG,4.082,,,0.0,aligned,44.5,False,0,4.53,0.6355,fresh,London,NY,True,True,Both,0.917,,,-0.2236,1.33915,1.30167,discount,both_discount,-0.22,0.415,0.532,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7668,EURUSD,2009-04-23T09:00:00+00:00,2009-04-23T12:00:00+00:00,2009-04-23T17:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.30316,1.29959,1.3103000000000002,tp,1.3103000000000002,2.0,500.0,True,,7.524,-0.801,0.266,,,,,,,,,1.63,1.63,3.259,5,28.0,2.0,5.0,4.0,2,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2009-04-23T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.25,1.61,1.08,marginal,False,1.538,,0.625,0.002191,0.0027,0.516,0,51.545,False,,,,,False,9,bearish,ambiguous,False,True,bullish,1.30453,False,True,False,EXPANSION_UP,broken,intact,intact,swept,16.428,6.719,PW,PD,False,3.0,PW,,,,,,,,28.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2009-04-23T08:00:00+00:00,1,2009-04-23T08:00:00+00:00,LONG,2.003,,,0.8487,counter,88.9,False,0,4.6,0.6288,no_fvg,London,NY,True,True,Both,,,,0.0398,1.33915,1.30167,discount,mixed,-0.717,0.663,0.285,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Unemployment Claims,USD,1.0,Unemployment Claims
B7669,EURUSD,2009-04-23T18:00:00+00:00,2009-04-24T05:00:00+00:00,2009-04-24T07:00:00+00:00,NY,bearish,BOS BOS,proximal,1.31791,1.31986,1.3140099999999997,sl,1.31986,-1.0,-250.0,True,,1.113,-0.0,-0.898,True,False,False,0.242,3.277,,,True,0.629,0.55,1.1,2,1.0,0.0,174.0,122.0,114,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2009-04-16T23:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.47,1.27,1.27,marginal,,0.564,0.564,3.628,0.003101,0.002713,0.371,0,51.813,False,,,,,False,18,bullish,counter_trend,False,False,,1.30666,False,False,True,SWEPT_HIGH,swept,intact,intact,swept,6.85,6.447,PW,PD,True,2.0,PD,,,,,,,,1.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.065,bare,False,,False,none,none,none,False,2009-04-23T17:00:00+00:00,2,2009-04-17T02:00:00+00:00,SHORT,1.113,0.636,False,0.0,counter,24.1,False,1,6.01,0.6709,fresh,Asia,Asia,False,False,Neither,0.886,,,0.4333,1.33915,1.30167,discount,both_discount,0.281,0.388,0.073,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,German ifo Business Climate
B7670,EURUSD,2009-04-23T18:00:00+00:00,2009-04-27T17:00:00+00:00,2009-04-27T17:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.30375,1.30014,1.3109699999999995,sl,1.30014,-1.0,-250.0,True,,8.343,-0.953,-0.12,True,False,False,0.068,1.029,,,True,1.018,1.018,2.036,0,46.0,10.0,100.0,47.0,5,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2009-04-23T13:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.17,0.6,0.6,marginal,,0.962,0.118,1.85,0.003546,0.004021,0.856,0,51.813,False,,,,,False,18,bullish,with_trend,False,False,,1.31031,False,True,False,SWEPT_LOW,intact,swept,intact,intact,7.409,4.318,PW,PW,False,1.0,PD,,,,,,,,1.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.045,bare,False,,False,none,none,none,False,2009-04-23T17:00:00+00:00,1,2009-04-23T17:00:00+00:00,LONG,0.0,2.474,True,0.0,counter,70.0,False,1,27.71,0.843,fresh,NY,NY,True,False,OB only,1.0,,,0.0555,1.33915,1.30167,discount,mixed,-0.725,0.348,0.041,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7671,EURUSD,2009-04-24T06:00:00+00:00,2009-04-27T06:00:00+00:00,2009-04-27T06:00:00+00:00,London,bullish,BOS BOS,proximal,1.31504,1.31347,1.31818,sl,1.31347,-1.0,-250.0,True,,4.025,-0.828,-0.248,False,,,0.276,,,,,0.579,0.579,1.157,0,47.0,3.0,74.0,24.0,2,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2009-04-24T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.66,1.36,1.36,marginal,,0.505,,1.419,0.002713,0.002556,0.263,0,44.206,False,,,,,False,6,bullish,with_trend,False,False,,1.31889,False,True,False,INSIDE,intact,intact,intact,intact,5.522,1.397,PW,PD,False,,,,,,,,,,27.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2009-04-24T05:00:00+00:00,1,2009-04-24T05:00:00+00:00,LONG,0.0,0.803,False,0.0,counter,87.4,False,2,5.52,0.6617,no_fvg,Asia,London,False,True,Fill only,,,,0.3567,1.33915,1.30167,discount,mixed,0.041,0.334,0.897,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7672,EURUSD,2009-04-24T09:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.33258,1.33485,1.32804,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.843,0.764,1.528,0,,,,,196,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2009-04-14T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.24,1.45,0.97,marginal,False,0.768,0.954,,0.002694,,0.845,0,31.127,False,,,,,False,9,bullish,counter_trend,False,False,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,,break,asia,high,True,2009-04-24T08:00:00+00:00,4,2009-04-14T06:00:00+00:00,SHORT,0.0,,,,aligned,75.3,False,0,,,fresh,Asia,London,False,False,never_filled,,,,0.8247,1.33915,1.30167,premium,both_premium,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7673,EURUSD,2009-04-24T16:00:00+00:00,2009-04-24T16:00:00+00:00,2009-04-24T18:00:00+00:00,NY,bullish,BOS BOS,proximal,1.3277,1.32447,1.3341600000000002,friday_flat,1.3251,-0.805,-201.25,True,,0.0,-0.848,,,,,,,,,,0.854,0.854,1.708,2,0.0,1.0,2.0,1.0,2,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2009-04-24T14:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.12,0.69,0.69,marginal,,0.801,,0.248,0.003783,0.003811,0.502,0,41.195,False,,,,,False,16,bullish,with_trend,False,False,,1.32864,False,True,False,EXPANSION_UP,broken,intact,intact,swept,3.027,7.872,PW,PD,True,13.0,PD,,,,,,,,3.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2009-04-24T15:00:00+00:00,1,2009-04-24T15:00:00+00:00,LONG,0.0,,,0.0,counter,95.1,False,3,49.84,0.9654,no_fvg,NY,NY,True,False,OB only,,,,0.6945,1.33915,1.30167,premium,both_premium,-0.878,0.43,0.539,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7674,EURUSD,2009-04-27T13:00:00+00:00,2009-04-27T14:00:00+00:00,2009-04-27T16:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.31271,1.31519,1.30775,sl,1.31519,-1.0,-250.0,True,,6.54,-0.907,-0.153,True,True,True,0.258,6.706,1.0,1.0,True,0.89,0.89,1.781,2,21.0,31.0,3.0,2.0,2,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2009-04-27T11:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.23,0.91,0.91,marginal,,0.818,,1.235,0.002786,0.00297,0.439,0,37.177,False,,,,,False,13,bearish,with_trend,True,False,,1.30927,False,False,False,EXPANSION_DOWN,intact,broken,intact,intact,6.214,8.712,PW,PW,False,,,,,,,,,,6.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,low,True,2009-04-27T12:00:00+00:00,1,2009-04-27T12:00:00+00:00,SHORT,1.016,0.339,False,0.7807,aligned,58.4,False,1,14.38,0.7592,no_fvg,London,NY,True,True,Both,,,,0.5837,1.33002,1.28844,premium,both_premium,-1.059,0.455,0.768,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7675,EURUSD,2009-04-28T05:00:00+00:00,2009-04-28T05:00:00+00:00,2009-04-28T07:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.30031,1.30273,1.2954700000000003,sl,1.30273,-1.0,-250.0,True,,1.579,-0.855,-0.633,True,False,False,0.258,10.117,,,True,0.685,0.685,1.37,2,6.0,4.0,2.0,1.0,2,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2009-04-28T03:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.16,0.95,0.95,marginal,,0.628,,0.552,0.003534,0.003443,0.581,0,62.888,False,,,,,False,5,bearish,with_trend,False,False,,1.29836,False,False,False,SWEPT_LOW,intact,swept,intact,intact,6.75,3.359,PD,PW,True,4.0,PD,,,0.212,2.0,True,,,0.0,high,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2009-04-28T04:00:00+00:00,1,2009-04-28T04:00:00+00:00,SHORT,0.442,0.31,False,0.9189,counter,28.5,False,2,40.71,0.9175,no_fvg,Asia,Asia,False,False,Neither,,,,0.2855,1.33002,1.28844,discount,both_discount,-0.951,0.578,0.353,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7676,EURUSD,2009-04-28T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.30206,1.29952,1.30714,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.765,0.765,1.529,0,,,,,4,discount,1.0,True,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2009-04-28T10:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,True,0,0.3,0.91,0.6,marginal,False,0.704,0.445,1.349,0.003322,,0.641,1,58.527,False,,,,,False,14,bearish,ambiguous,False,True,bullish,1.30654,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,1,,"eq,sw",False,,,,,True,0.163,0.0,2.101,True,2.0,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2009-04-28T13:00:00+00:00,1,2009-04-28T13:00:00+00:00,LONG,0.0,,,,aligned,16.6,False,0,,,fresh,London,NY,False,False,never_filled,0.665,A+ Reversal at the Wall,premium,0.3276,1.33002,1.28844,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
