setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0021,EURUSD,2025-02-25T12:00:00+00:00,2025-02-26T12:00:00+00:00,2025-02-26T15:00:00+00:00,London,bullish,BOS BOS,proximal,1.048,1.04639,1.05075,,1.96,,tp1,1.05075,1.708,1.96,0.0,427.0,True,,1.915,-0.137,3,3,-1,5,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-25T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,12,bullish,with_trend,2025-02-25T11:00:00+00:00,1,2025-02-25T11:00:00+00:00,LONG,aligned,-497.2,no_fvg,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0022,EURUSD,2025-02-25T12:00:00+00:00,2025-02-27T02:00:00+00:00,2025-02-27T04:00:00+00:00,London,bullish,BOS BOS,50pct,1.04739,1.04639,1.05075,,4.2,,sl,1.04639,-1.0,-1.0,-1.0,-250.0,True,,0.938,-1.256,2,-1,-1,5,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-25T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,12,bullish,with_trend,2025-02-25T11:00:00+00:00,1,2025-02-25T11:00:00+00:00,LONG,aligned,-500.4,no_fvg,London,Asia,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0023,EURUSD,2025-02-26T13:00:00+00:00,2025-02-26T15:00:00+00:00,2025-02-26T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.04954,1.05181,1.04624,,1.59,,sl,1.05181,-1.0,-1.0,-1.0,-250.0,True,,0.534,-1.411,2,-1,-1,5,discount,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-26T08:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2025-02-26T12:00:00+00:00,1,2025-02-26T12:00:00+00:00,SHORT,counter,-489.1,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0024,EURUSD,2025-02-26T13:00:00+00:00,2025-02-26T15:00:00+00:00,2025-02-26T17:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,1.05048,1.05181,1.04624,,3.752,,sl,1.05181,-1.0,-1.0,-1.0,-250.0,True,,1.618,-1.701,2,-1,-1,5,discount,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-26T08:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2025-02-26T12:00:00+00:00,1,2025-02-26T12:00:00+00:00,SHORT,counter,-484.2,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0025,EURUSD,2025-02-27T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.04778,1.04917,1.04559,,1.84,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-27T09:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,bearish,with_trend,2025-02-27T13:00:00+00:00,1,2025-02-27T13:00:00+00:00,SHORT,counter,-498.3,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0026,EURUSD,2025-02-27T14:00:00+00:00,,,NY,bearish,BOS BOS,50pct,1.04827,1.04917,1.04559,,3.829,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-27T09:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,bearish,with_trend,2025-02-27T13:00:00+00:00,1,2025-02-27T13:00:00+00:00,SHORT,counter,-495.8,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0027,USDJPY,2025-02-04T13:00:00+00:00,2025-02-04T15:00:00+00:00,2025-02-04T15:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,154.902,154.60899999999998,155.403,,1.84,,sl,154.60899999999998,-1.0,-1.0,-1.0,-250.0,True,,0.454,-1.259,0,-1,-1,17,discount,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-02-03T20:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bullish,with_trend,2025-02-04T12:00:00+00:00,1,2025-02-03T23:00:00+00:00,LONG,aligned,-307.0,fresh,NY,NY,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0028,USDJPY,2025-02-04T13:00:00+00:00,2025-02-04T15:00:00+00:00,2025-02-04T15:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,154.775,154.60899999999998,155.403,,4.301,,sl,154.60899999999998,-1.0,-1.0,-1.0,-250.0,True,,1.566,-1.458,0,-1,-1,17,discount,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-02-03T20:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bullish,with_trend,2025-02-04T12:00:00+00:00,1,2025-02-03T23:00:00+00:00,LONG,aligned,-314.5,fresh,NY,NY,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0029,USDJPY,2025-02-06T16:00:00+00:00,2025-02-10T08:00:00+00:00,2025-02-10T13:00:00+00:00,NY,bearish,BOS BOS,proximal,152.448,152.74,151.808,,2.35,,tp1,151.808,2.192,2.35,0.0,548.0,True,,2.219,-0.308,5,5,-1,8,discount,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-06T08:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bearish,with_trend,2025-02-06T15:00:00+00:00,1,2025-02-06T15:00:00+00:00,SHORT,counter,-451.6,fresh,London,London,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0030,USDJPY,2025-02-06T16:00:00+00:00,,,NY,bearish,BOS BOS,50pct,152.574,152.74,151.808,,5.247,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,8,discount,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-06T08:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bearish,with_trend,2025-02-06T15:00:00+00:00,1,2025-02-06T15:00:00+00:00,SHORT,counter,-444.2,fresh,London,NY,False,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0031,USDJPY,2025-02-10T15:00:00+00:00,2025-02-11T10:00:00+00:00,2025-02-11T15:00:00+00:00,NY,bearish,BOS BOS,proximal,152.124,152.578,151.233,,2.05,,sl,152.578,-1.0,-1.0,-1.0,-250.0,True,,0.407,-1.042,5,-1,-1,7,discount,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-10T08:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-02-10T14:00:00+00:00,1,2025-02-10T14:00:00+00:00,SHORT,counter,-470.7,fresh,London,London,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0032,USDJPY,2025-02-10T15:00:00+00:00,2025-02-11T11:00:00+00:00,2025-02-11T15:00:00+00:00,NY,bearish,BOS BOS,50pct,152.331,152.578,151.233,,4.837,,sl,152.578,-1.0,-1.0,-1.0,-250.0,True,,0.87,-1.077,4,-1,-1,7,discount,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-10T08:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-02-10T14:00:00+00:00,1,2025-02-10T14:00:00+00:00,SHORT,counter,-458.5,fresh,London,London,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0033,USDJPY,2025-02-17T16:00:00+00:00,2025-02-18T00:00:00+00:00,2025-02-18T03:00:00+00:00,NY,bearish,BOS BOS,proximal,151.718,151.887,151.47,,1.66,,sl,151.887,-1.0,-1.0,-1.0,-250.0,True,,1.811,-2.225,3,-1,-1,7,discount,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-17T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bearish,with_trend,2025-02-17T15:00:00+00:00,1,2025-02-17T15:00:00+00:00,SHORT,counter,-494.6,fresh,London,Asia,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0034,USDJPY,2025-02-17T16:00:00+00:00,2025-02-18T01:00:00+00:00,2025-02-18T03:00:00+00:00,NY,bearish,BOS BOS,50pct,151.783,151.887,151.47,,3.726,,sl,151.887,-1.0,-1.0,-1.0,-250.0,True,,1.856,-2.99,2,-1,-1,7,discount,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-17T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bearish,with_trend,2025-02-17T15:00:00+00:00,1,2025-02-17T15:00:00+00:00,SHORT,counter,-490.8,fresh,London,Asia,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0035,USDJPY,2025-02-19T15:00:00+00:00,2025-02-19T17:00:00+00:00,2025-02-19T23:00:00+00:00,NY,bearish,BOS BOS,proximal,151.754,151.97,151.329,,2.17,,tp1,151.329,1.968,2.17,12.176,492.0,True,,2.954,-0.356,6,6,-1,3,discount,5.0,1.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-19T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-02-19T14:00:00+00:00,1,2025-02-19T14:00:00+00:00,SHORT,counter,-492.5,fresh,London,NY,True,False,OB only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0036,USDJPY,2025-02-19T15:00:00+00:00,,,NY,bearish,BOS BOS,50pct,151.842,151.97,151.329,,4.75,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,discount,5.0,1.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-19T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-02-19T14:00:00+00:00,1,2025-02-19T14:00:00+00:00,SHORT,counter,-487.3,fresh,London,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
