setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_was_swept,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A1329,EURUSD,2025-03-17T10:00:00+00:00,2025-03-19T07:00:00+00:00,2025-03-19T11:00:00+00:00,London,bullish,BOS BOS,proximal,1.08823,1.08716,1.08696,1.09124,,2.81,,tp1,1.09124,2.37,2.81,0.0,592.5,True,,3.236,-0.724,,4,4,-1,50.0,46.0,5,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-17T05:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.5,1.39,1.39,marginal,0.729,,1.677,0.001193,False,,,,,False,10,bullish,with_trend,2025-03-17T09:00:00+00:00,1,2025-03-17T09:00:00+00:00,LONG,aligned,21.8,False,2,no_fvg,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1330,EURUSD,2025-03-18T09:00:00+00:00,2025-03-18T12:00:00+00:00,2025-03-18T12:00:00+00:00,London,bullish,BOS BOS,proximal,1.09136,1.09052,1.09032,1.09279,,1.7,,sl,1.09032,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,0,-1,-1,7.0,5.0,4,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-18T05:00:00+00:00,BOS,BOS,fading,True,pristine,False,0,0.79,1.78,1.78,solid,0.704,0.297,5.921,0.000909,False,,,,,False,9,bullish,with_trend,2025-03-18T08:00:00+00:00,1,2025-03-18T07:00:00+00:00,LONG,counter,52.3,False,3,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1331,EURUSD,2025-03-19T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.09296,1.09385,1.09405,1.09034,1.08924,2.94,4.18,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,0,-1,-1,,,3,premium,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-19T05:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,3.45,2.46,1.64,solid,0.615,0.553,0.669,0.001121,False,,,,,False,8,bullish,against_trend,2025-03-19T07:00:00+00:00,1,2025-03-19T07:00:00+00:00,SHORT,aligned,70.9,False,0,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1332,EURUSD,2025-03-20T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.07897,1.07722,1.07702,1.08201,,1.74,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,0,-1,-1,,,233,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-03-06T21:00:00+00:00,BOS,BOS,holding,True,pristine,True,0,0.59,1.03,1.03,marginal,1.418,0.311,6.424,0.001093,False,,,,,False,14,bullish,with_trend,2025-03-20T13:00:00+00:00,1,2025-03-07T10:00:00+00:00,LONG,aligned,-29.9,False,7,fresh,Other,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1333,EURUSD,2025-03-21T16:00:00+00:00,2025-03-23T23:00:00+00:00,2025-03-24T08:00:00+00:00,NY,bearish,BOS BOS,proximal,1.0835,1.08535,1.08555,1.0805,,1.62,,sl,1.08555,-1.0,-1.0,-1.0,-250.0,True,,0.883,-0.741,True,9,-1,-1,60.0,8.0,5,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-21T11:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.8,1.03,1.03,marginal,0.988,,2.36,0.001669,False,,,,,False,16,bearish,with_trend,2025-03-21T15:00:00+00:00,1,2025-03-21T15:00:00+00:00,SHORT,counter,31.4,False,2,no_fvg,London,Other,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1334,EURUSD,2025-03-24T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.08364,1.08572,1.08592,1.0805,1.07972,1.51,1.88,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,0,-1,-1,,,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-24T10:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.48,2.3,2.3,solid,1.186,0.095,1.469,0.001586,False,,,,,False,14,bearish,with_trend,2025-03-24T13:00:00+00:00,1,2025-03-24T13:00:00+00:00,SHORT,aligned,66.4,False,3,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1335,EURUSD,2025-03-26T18:00:00+00:00,2025-03-27T02:00:00+00:00,2025-03-27T08:00:00+00:00,NY,bearish,BOS BOS,proximal,1.07768,1.0794,1.0796,1.0602,,10.16,,sl,1.07768,0.0,-1.0,-1.0,0.0,True,,1.182,-0.536,False,6,-1,-1,10.0,9.0,2,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-26T16:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.33,1.95,1.95,solid,0.957,,1.247,0.001588,False,,,,,False,18,bearish,with_trend,2025-03-26T17:00:00+00:00,1,2025-03-26T17:00:00+00:00,SHORT,counter,23.5,False,4,no_fvg,NY,Asia,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1336,EURUSD,2025-03-28T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.07791,1.07655,1.07635,1.07999,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,0,-1,-1,,,4,discount,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-28T10:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.67,1.57,1.04,marginal,0.837,0.685,0.736,0.001386,False,,,,,False,14,bearish,against_trend,2025-03-28T13:00:00+00:00,1,2025-03-28T13:00:00+00:00,LONG,aligned,25.6,False,0,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1337,GOLD,2025-01-02T11:00:00+00:00,2025-01-02T12:00:00+00:00,2025-01-02T13:00:00+00:00,London,bearish,BOS BOS,proximal,2646.24,2649.9,2649.905,2637.76,,2.32,,tp1,2637.76,2.314,2.32,0.0,578.5,True,,2.789,-0.311,,1,1,-1,362.0,202.0,205,premium,0.0,,3.5,3.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2024-12-18T10:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.85,1.27,1.27,marginal,0.638,,1.38,4.95,False,,,,,False,11,bullish,against_trend,2025-01-02T10:00:00+00:00,1,2024-12-18T14:00:00+00:00,SHORT,aligned,99.7,False,2,fresh,London,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1338,GOLD,2025-01-02T15:00:00+00:00,2025-01-03T02:00:00+00:00,2025-01-03T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,2662.79,2673.24,2673.245,2646.84,,1.53,,tp1,2646.84,1.526,1.53,2.133,381.5,True,,1.847,-0.226,,11,11,-1,494.0,285.0,276,premium,1.0,True,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2024-12-13T12:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,2,2.6,1.65,1.1,marginal,1.581,,1.118,6.295,False,,,,,False,15,bullish,against_trend,2025-01-02T14:00:00+00:00,1,2024-12-13T13:00:00+00:00,SHORT,aligned,124.2,False,0,no_fvg,London,Asia,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1339,GOLD,2025-01-07T12:00:00+00:00,,,London,bullish,BOS BOS,proximal,2642.2,2640.64,2640.6349999999998,2645.13,,1.88,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,0,-1,-1,,,3,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-01-07T09:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.43,1.15,1.15,marginal,0.27,,3.518,3.922857,False,,,,,False,12,bullish,with_trend,2025-01-07T11:00:00+00:00,1,2025-01-07T11:00:00+00:00,LONG,counter,79.3,False,1,no_fvg,London,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1340,GOLD,2025-01-08T14:00:00+00:00,2025-01-08T17:00:00+00:00,2025-01-09T06:00:00+00:00,NY,bullish,BOS BOS,proximal,2653.16,2647.05,2647.045,2664.23,,1.81,,tp1,2664.23,1.81,1.81,6.129,452.5,True,,2.726,-0.595,,12,12,-1,6.0,4.0,3,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-01-08T11:00:00+00:00,BOS,BOS,holding,False,none,False,0,2.06,1.94,1.94,solid,1.327,,1.483,4.228571,False,,,,,False,14,bullish,with_trend,2025-01-08T13:00:00+00:00,1,2025-01-08T13:00:00+00:00,LONG,aligned,41.5,False,2,no_fvg,London,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1341,GOLD,2025-01-09T12:00:00+00:00,2025-01-10T14:00:00+00:00,2025-01-10T14:00:00+00:00,London,bearish,Confirmation BOS,proximal,2685.99,2691.76,2691.7650000000003,2675.03,,1.9,,sl,2691.7650000000003,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,0,-1,-1,683.0,415.0,395,premium,0.0,,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-12-13T03:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,0.75,1.71,1.71,solid,1.156,0.862,3.868,4.560714,False,,,,,False,12,bullish,against_trend,2025-01-09T11:00:00+00:00,1,2024-12-13T08:00:00+00:00,SHORT,aligned,145.7,False,1,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1342,GOLD,2025-01-10T06:00:00+00:00,2025-01-10T13:00:00+00:00,2025-01-10T14:00:00+00:00,Asia,bullish,BOS BOS,proximal,2666.74,2661.89,2661.8849999999998,2676.32,2678.23,1.98,2.37,tp1,2676.32,1.973,1.98,2.37,493.25,True,,5.475,-0.573,,1,1,1,30.0,25.0,22,premium,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2025-01-09T07:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.82,1.03,1.03,marginal,1.126,,2.964,3.863571,False,,,,,False,6,bullish,with_trend,2025-01-10T05:00:00+00:00,1,2025-01-09T11:00:00+00:00,LONG,counter,65.2,False,3,fresh,London,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1343,GOLD,2025-01-10T09:00:00+00:00,2025-01-10T09:00:00+00:00,2025-01-10T13:00:00+00:00,London,bullish,BOS BOS,proximal,2678.68,2672.88,2672.875,2692.77,,2.43,,sl,2672.875,-1.0,-1.0,-1.0,-250.0,True,,0.758,-0.656,True,4,-1,-1,2.0,1.0,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-01-10T07:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.54,1.12,1.12,marginal,1.473,,4.331,3.597143,False,,,,,False,9,bullish,with_trend,2025-01-10T08:00:00+00:00,1,2025-01-10T08:00:00+00:00,LONG,counter,94.7,False,4,no_fvg,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1344,GOLD,2025-01-16T09:00:00+00:00,2025-01-16T13:00:00+00:00,2025-01-16T16:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,2714.89,2720.02,2720.025,2685.94,2678.42,5.64,7.11,sl,2720.025,-1.0,-1.0,-1.0,-250.0,True,,2.627,-0.944,False,3,-1,-1,845.0,522.0,525,premium,1.0,True,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2024-12-12T08:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,1.46,1.63,1.09,marginal,1.092,1.481,2.387,4.239286,False,,,,,False,9,bullish,against_trend,2025-01-16T08:00:00+00:00,1,2024-12-12T15:00:00+00:00,SHORT,aligned,126.8,False,0,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
